year,venue,doi,authors,title,publication_language,abstract
2024,Israel Medical Association Journal,10.11855/j.issn.0577-7402.1115.2023.0529,"Perl, L.; Loebl, N.; Kornowski, R.",Artificial Intelligence in Cardiology,English,"Artificial intelligence (AI) has emerged as a transformative group of technologies in the field of medicine. Specifically in cardiology, numerous applications have materialized, and these are developing exponentially. Al-based risk prediction models leverage machine learning algorithms and large datasets to probe multiple variables, aid in the identification of individuals at high risk for adverse events, facilitate early interventions, and enable personalized risk assessments. Unique algorithms analyze medical images, such as electrocardiograms, echocardiograms, and cardiac computed tomography scans to enable rapid detection of abnormalities and aid in the accurate identification of cardiac pathologies. AI has also shown promise in guiding treatment decisions during coronary catheterization. In addition, AI has revolutionized remote patient monitoring and disease management by means of wearable and implantable sensing technologies. In this review, we discussed the field of cardiovascular genetics and personalized medicine, where AI holds great promise. While the applications of AI in cardiology are promising, challenges such as data privacy, interpretability of the findings, and multiple matters regarding ethics need to be addressed. We presented a succinct overview of the applications of AI in cardiology, highlighting its potential to revolutionize risk prediction, diagnosis, treatment, and personalized patient care."
2024,"Sensors (Basel, Switzerland)",10.3390/s24030938,"Bathalapalli, V.K.V.V.; Mohanty, S.P.; Kougianos, E.; Iyer, V.; Rout, B.",PUFchain 3.0: Hardware-Assisted Distributed Ledger for Robust Authentication in Healthcare Cyber-Physical Systems,English,"This article presents a novel hardware-assisted distributed ledger-based solution for simultaneous device and data security in smart healthcare. This article presents a novel architecture that integrates PUF, blockchain, and Tangle for Security-by-Design (SbD) of healthcare cyber-physical systems (H-CPSs). Healthcare systems around the world have undergone massive technological transformation and have seen growing adoption with the advancement of Internet-of-Medical Things (IoMT). The technological transformation of healthcare systems to telemedicine, e-health, connected health, and remote health is being made possible with the sophisticated integration of IoMT with machine learning, big data, artificial intelligence (AI), and other technologies. As healthcare systems are becoming more accessible and advanced, security and privacy have become pivotal for the smooth integration and functioning of various systems in H-CPSs. In this work, we present a novel approach that integrates PUF with IOTA Tangle and blockchain and works by storing the PUF keys of a patient's Body Area Network (BAN) inside blockchain to access, store, and share globally. Each patient has a network of smart wearables and a gateway to obtain the physiological sensor data securely. To facilitate communication among various stakeholders in healthcare systems, IOTA Tangle's Masked Authentication Messaging (MAM) communication protocol has been used, which securely enables patients to communicate, share, and store data on Tangle. The MAM channel works in the restricted mode in the proposed architecture, which can be accessed using the patient's gateway PUF key. Furthermore, the successful verification of PUF enables patients to securely send and share physiological sensor data from various wearable and implantable medical devices embedded with PUF. Finally, healthcare system entities like physicians, hospital admin networks, and remote monitoring systems can securely establish communication with patients using MAM and retrieve the patient's BAN PUF keys from the blockchain securely. Our experimental analysis shows that the proposed approach successfully integrates three security primitives, PUF, blockchain, and Tangle, providing decentralized access control and security in H-CPS with minimal energy requirements, data storage, and response time."
2024,Revista Espanola de Cardiologia,10.1016/j.recesp.2023.07.011,"Fácila Rubio, L.; Lozano-Granero, C.; Vidal-Pérez, R.; Barrios, V.; Freixa-Pamias, R.","New technologies for the diagnosis, treatment, and monitoring of cardiovascular diseases",English Spanish,"Telemedicine enables the remote provision of medical care through information and communication technologies, facilitating data transmission, patient participation, promotion of heart-healthy habits, diagnosis, early detection of acute decompensation, and monitoring and follow-up of cardiovascular diseases. Wearable devices have multiple clinical applications, ranging from arrhythmia detection to remote monitoring of chronic diseases and risk factors. Integrating these technologies safely and effectively into routine clinical practice will require a multidisciplinary approach. Technological advances and data management will increase telemonitoring strategies, which will allow greater accessibility and equity, as well as more efficient and accurate patient care. However, there are still unresolved issues, such as identifying the most appropriate technological infrastructure, integrating these data into medical records, and addressing the digital divide, which can hamper patients’ adoption of remote care. This article provides an updated overview of digital tools for a more comprehensive approach to atrial fibrillation, heart failure, risk factors, and treatment adherence."
2024,Turk Kardiyoloji Dernegi Arsivi,10.5543/tkda.2023.13660,"Burunkaya, D.K.; Keser, N.; Şimşek, E.; Bozyel, S.; Dalgıç, Y.; Şeker, M.; Korkmaz, Y.; Güler, A.; Çınar, T.; Ertürk, M.",Perspectives on the Use of Digital Health Technologies in Cardiology Among Specialists from an ESC Member Country: Results from a Survey,English,"Objective: In this study, we aimed to identify the reasons for and perceived challenges associated with the use of digital health technologies (DHT) in cardiology. Method: We distributed an online survey to Turkish Society of Cardiology member cardiologists (n = 2789) between January 10 and March 3, 2022. Results: A total of 308 subjects responded (27.6% females, 62.0% aged 30-44 years). Of these, 42.5% worked at university hospitals, and 44.8% at state hospitals. Smart devices were used by 44.2% (136/308) for personal health monitoring. Additionally, 40.3% (117/290) used social media to provide medical information to patients, while 64.6% (193/299) did so for communication with other physicians. The self-reported recommendation frequencies of wearables, cardiac implantable electronic device telemonitorization, mobile health applications, and teleconsultation/televisit technologies were lower than the proportion of respondents who found DHT beneficial for both patients and physicians. The most frequently mentioned barriers for physicians were increased work burden and responsibilities (78.8%, 193/245), lack of financial compensation (66.9%, 164/245), and lack of relevant training (66.5%, 163/245). For patients, low technological adaptability (81.6%, 200/245), low health literacy (80.4%, 197/245), and low affordability (79.6%, 195/245) were the most frequently mentioned barriers. Additionally, the cost of technologies (69.4%, 170/245), concerns regarding data privacy and security (57.6%, 141/245), and data storage challenges (48.2%, 118/245) were the most significant technical impediments. Conclusion: The findings suggest that although the majority of physicians believe DHT to be beneficial for both themselves and their patients, the frequency of recommendations to patients remains low. A large-scale joint effort is required to address these issues and facilitate the integration of DHT into clinical practice."
2024,Annals of Thoracic Medicine,10.4103/atm.atm_192_23,"Al-Anazi, S.; Al-Omari, A.; Alanazi, S.; Marar, A.; Asad, M.; Alawaji, F.; Alwateid, S.",Artificial intelligence in respiratory care: Current scenario and future perspective,English,"BACKGROUND: This narrative review aims to explore the current state and future perspective of artificial intelligence (AI) in respiratory care. The objective is to provide insights into the potential impact of AI in this field. METHODS: A comprehensive analysis of relevant literature and research studies was conducted to examine the applications of AI in respiratory care and identify areas of advancement. The analysis included studies on remote monitoring, early detection, smart ventilation systems, and collaborative decision-making. RESULTS: The obtained results highlight the transformative potential of AI in respiratory care. AI algorithms have shown promising capabilities in enabling tailored treatment plans based on patient-specific data. Remote monitoring using AI-powered devices allows for real-Time feedback to health-care providers, enhancing patient care. AI algorithms have also demonstrated the ability to detect respiratory conditions at an early stage, leading to timely interventions and improved outcomes. Moreover, AI can optimize mechanical ventilation through continuous monitoring, enhancing patient comfort and reducing complications. Collaborative AI systems have the potential to augment the expertise of health-care professionals, leading to more accurate diagnoses and effective treatment strategies. CONCLUSION: By improving diagnosis, AI has the potential to revolutionize respiratory care, treatment planning, and patient monitoring. While challenges and ethical considerations remain, the transformative impact of AI in this domain cannot be overstated. By leveraging the advancements and insights from this narrative review, health-care professionals and researchers can continue to harness the power of AI to improve patient outcomes and enhance respiratory care practices. IMPROVEMENTS: Based on the findings, future research should focus on refining AI algorithms to enhance their accuracy, reliability, and interpretability. In addition, attention should be given to addressing ethical considerations, ensuring data privacy, and establishing regulatory frameworks to govern the responsible implementation of AI in respiratory care."
2023,medRxiv,10.1101/2023.12.05.23299499,"Wiebe, M.; Mackay, M.; Krishnan, R.; Tian, J.; Larsson, J.; Modanloo, S.; McIntosh, C.J.; Sztym, M.; Elton-Smith, G.; Rose, A.; Ho, C.; Greenshaw, A.; Cao, B.; Chan, A.; Hayward, J.",Feasibility characteristics of wrist-worn fitness trackers in health status monitoring for post-COVID patients in remote and rural areas,English,"Introduction: Common, consumer-grade biosensors mounted on fitness trackers and smartwatches can measure an array of biometrics that have potential utility in post-discharge medical monitoring, especially in remote/rural communities. The feasibility characteristics for wrist-worn biosensors are poorly described for post-COVID conditions and rural populations. Methods: We prospectively recruited patients in rural communities who were enrolled in an at-home rehabilitation program for post-COVID conditions. They were asked to wear a FitBit Charge 2 device and biosensor parameters were analyzed (e.g. heart rate, sleep, and activity). Electronic patient reported outcome measures (E-PROMS) for mental (bi-weekly) and physical (daily) symptoms were collected using SMS text or email (per patient preference). Exit surveys and interviews evaluated the patient experience. Results: Ten patients were observed for an average of 58 days and half (N=5) were monitored for 8 weeks or more. Five patients (50%) had been hospitalized with COVID (mean stay = 41 days) and 4 (36%) had required mechanical ventilation. As baseline, patients had moderate to severe levels of anxiety, depression, and stress; fatigue and shortness of breath were the most prevalent physical symptoms. Four patients (40%) already owned a smartwatch. In total, 575 patient days of patient monitoring occurred across 10 patients. Biosensor data was usable for 91.3% of study hours and surveys were completed 82.1% and 78.7% of the time for physical and mental symptoms, respectively. Positive correlations were observed between stress and resting heart rate (r=0.360, p<0.01), stress and daily steps (r=0.335, p<0.01), and anxiety and daily steps (r=0.289, p<0.01). There was a trend toward negative correlation between sleep time and physical symptom burden (r=-0.211, p=0.05). Patients reported an overall positive experience and identified the potential for wearable devices to improve medical safety and access to care. Concerns around data privacy/security were infrequent. Conclusions: We report excellent feasibility characteristics for wrist-worn biosensors and e-PROMS as a possible substrate for multi-modal disease tracking in post-COVID conditions. Adapting consumer-grade wearables for medical use and scalable remote patient monitoring holds great potential."
2023,Value in Health,10.1016/j.jval.2023.09.021,"Godoy, C.; Miele, F.; Mäkitie, L.; Fiorenzato, E.; Bakker, L.J.; Uyl-De, G.C.; Redekop, K.; van Deen, W.",Understanding Patients' Preferences for Remote Monitoring in Parkinson's Disease: Insights from a Mixed-Methods Study,English,"Objectives: Remote patient monitoring (RPM) holds significant promise in Parkinson’s disease (PD) management. However, our understanding of the preferences of PD patients for RPM programs remains limited. This study aimed to bridge this gap by eliciting and examining PD patients' preferences for RPM through interviews and a discrete choice experiment (DCE). Methods: A mixed-methods approach was employed to elicit PD patients’ preferences in Finland and Italy. Initially, seven individual semi-structured interviews and five focus groups were conducted, comprising a total of 27 patients. Discussions revolved around three topics: disease detection, current monitoring process, and perceptions about RPM. Building on the insights gained from interviews and focus groups, a 12 choice tasks DCE survey was constructed. The survey also included questions pertaining to patient demographics, prior experience with wearables, and digital literacy. Preferences were estimated using a conditional logit model. Results: Patient concerns regarding data privacy, stigmatization, costs, and device intrusiveness emerged during the discussions. However, potential benefits of symptom control and disease progression management appeared to outweigh most technology-related inconveniences. A DCE was built incorporating five key attributes: effectiveness, monitoring intensity, time commitment for online questionnaires, video recording at home, and out-of-pocket costs for devices purchasing. Initial results (n=7) revealed a preference among participants for more effective RPM interventions (β = 1.15, P=.193) without video recordings (β = 0.90, P=.011). Notably, costs emerged as a significant factor in the preliminary analysis (β = -2.12, P =.002), despite its lesser emphasis in the qualitative analysis. Conclusions: Qualitative findings revealed that patients expressed willingness to embrace RPM if it proves to be effective for symptom and disease progression management. However, initial DCE results indicate that while effectiveness and privacy remain important, the significance of costs is higher than anticipated. These findings are preliminary and require validation through a larger sample size in the ongoing study."
2023,Current Problems in Cardiology,10.1016/j.cpcardiol.2023.101922,"Ullah, M.; Hamayun, S.; Wahab, A.; Khan, S.U.; Qayum, M.; Ullah, A.; Rehman, M.U.; Mehreen, A.; Awan, U.A.; Naeem, M.",Smart Technologies Used as Smart Tools in the Management of Cardiovascular Disease and Their Future Perspective,English,"Cardiovascular disease (CVD) is a leading cause of morbidity and mortality worldwide. The advent of smart technologies has significantly impacted the management of CVD, offering innovative tools and solutions to improve patient outcomes. Smart technologies have revolutionized and transformed the management of CVD, providing innovative tools to improve patient care, enhance diagnostics, and enable more personalized treatment approaches. These smart tools encompass a wide range of technologies, including wearable devices, mobile applications,3D printing technologies, artificial intelligence (AI), remote monitoring systems, and electronic health records (EHR). They offer numerous advantages, such as real-time monitoring, early detection of abnormalities, remote patient management, and data-driven decision-making. However, they also come with certain limitations and challenges, including data privacy concerns, technical issues, and the need for regulatory frameworks. In this review, despite these challenges, the future of smart technologies in CVD management looks promising, with advancements in AI algorithms, telemedicine platforms, and bio fabrication techniques opening new possibilities for personalized and efficient care. In this article, we also explore the role of smart technologies in CVD management, their advantages and disadvantages, limitations, current applications, and their smart future."
2023,Revista espanola de cardiologia (English ed.),10.1016/j.rec.2023.07.009,"Rubio, L.F.; Lozano-Granero, C.; Vidal-Pérez, R.; Barrios, V.; Freixa-Pamias, R.","New technologies for the diagnosis, treatment, and monitoring of cardiovascular diseases",English Spanish,"Telemedicine enables the remote provision of medical care through information and communication technologies, facilitating data transmission, patient participation, promotion of heart-healthy habits, diagnosis, early detection of acute decompensation, and monitoring and follow-up of cardiovascular diseases. Wearable devices have multiple clinical applications, ranging from arrhythmia detection to remote monitoring of chronic diseases and risk factors. Integrating these technologies safely and effectively into routine clinical practice will require a multidisciplinary approach. Technological advances and data management will increase telemonitoring strategies, which will allow greater accessibility and equity, as well as more efficient and accurate patient care. However, there are still unresolved issues, such as identifying the most appropriate technological infrastructure, integrating these data into medical records, and addressing the digital divide, which can hamper patients' adoption of remote care. This article provides an updated overview of digital tools for a more comprehensive approach to atrial fibrillation, heart failure, risk factors, and treatment adherence."
2023,Studies in health technology and informatics,10.3233/SHTI230605,"Iliev, I.; Tabakov, S.; Petrova, G.",Audio-Conversion of Biomedical Signals - A Possible Approach to Improve Remote Monitoring of Elderly and Visually Impaired People,English,"Long-term remote patients monitoring implies minimal discomfort and reliability throughout the study period. These requirements are fulfilled by portable (wearable) patient devices, with low consumption, which transmit data wirelessly, at a short distance, to a mobile communication device (GSM) and through it, to a remote end recipient - doctor, medical center or a hospital server. The data transfer technology requires the monitored person to perform a sequence of actions, such as: selecting the appropriate application on the mobile phone, establishing a connection between the patient module and the phone, recording the data in the phone's memory, starting the data transfer from the phone to the final receiver. Practice shows that often this sequence of activities is difficult for elderly people and especially for visually impaired people, which as a result compromises the remote monitoring process. In this paper are presented an approach and conceptual implementation of a system for remote monitoring of cardiac activity, using the most popular way of remote connectivity - voice (sound) communication. In addition to the ease of use, this type of communication does not require special data protection, due to the lack of RF interfaces for short-distance data transmission. The presented results of laboratory studies, as well as conducted tests under medical supervision of patients in a cardiology clinic, confirm the workability of the proposed approach for remote monitoring of patients by audio conversion of the ECG signal."
2023,JAMA Internal Medicine,10.1001/jamainternmed.2023.2864,"Phi, N.T.T.; Oikonomidi, T.; Ravaud, P.; Tran, V.-T.",Assessment of US Food and Drug Administration-Approved Digital Medical Devices for Just-in-Time Interventions: A Systematic Review,English,"Importance: Just-in-time interventions (JITIs) are a type of digital therapeutic intervention that combines remote monitoring tools and algorithms to personalize the delivery of specific interventions at the right time. The US Food and Drug Administration (FDA) regulatory approval documents are often the only available source of information on the effectiveness of therapeutic interventions based on these devices. Objective: To systematically review the publicly available information from the FDA on all recently approved medical devices used in JITIs to (1) assess how they operate to deliver JITIs and (2) appraise the evidence supporting their performance and clinical effectiveness. Evidence Review: Two reviewers systematically searched the Premarket Notifications (510(k)), Premarket Approvals, De Novo, and Humanitarian Device Exemption databases from January 2019 to December 2021 for all entries associated with devices that monitored patients' data over time to personalize the delivery of interventions to treat, prevent, or mitigate health conditions or events. They assessed whether the product summaries (1) enabled an understanding of how the device operated to deliver a JITI (eg, the nature, type, and frequency of the monitoring, the nature of the decision algorithm, and the nature and intended receiver of the intervention); (2) informed about the performance and effectiveness of the JITI; and (3) included information on data security and ownership. Findings: In total, 38 devices were included in this review. These were mainly intended for cardiac conditions (12 [31.6%]), diabetes (10 [26.3%]), and neurological diseases (4 [10.5%]). Monitoring devices ranged from wearable (18 of 28 [64.4%]; eg, smartwatches) to implanted sensors (6 of 28 [21.4%]; eg, inserted electrocardiographic sensors). Only 10 of 38 product summaries (26.3%) allowed a full understanding of how the device operated to deliver a JITI. Similarly, only 12 of 28 (42.9%), 12 of 36 (33.3%), and 5 of 38 (13.2%) reported the assessment of the performance of the monitoring device, assessment of the decision algorithm, and results of clinical studies assessing the effectiveness of the JITI, respectively. Finally, 14 of 36 product summaries (38.9%) included some information on data security, but none included information on data ownership. Conclusion and Relevance: The results of this systematic review suggest that the information publicly available in the FDA databases on the performance and effectiveness of digital medical devices used in JITIs is heterogeneous.."
