year,venue,doi,authors,title,publication_language,abstract
2021,Progress in Cardiovascular Diseases,10.1016/j.pcad.2020.12.006,"Whitsel, L.P.; Bantham, A.; Jarrin, R.; Sanders, L.; Stoutenberg, M.","Physical activity assessment, prescription and referral in US healthcare: How do we make this a standard of clinical practice?",English,"Numerous guidelines and recommendations reinforce the important role of healthcare providers promoting physical activity (PA) through assessment, prescription, and referral. This paper summarizes what is required to accomplish these actions as a standard of care. The sections describe the importance of measurement development and standardization, the integration of PA into the care continuum, suggested roles and responsibilities for the healthcare team, the role of technology and telehealth in promoting PA, connecting patients to different PA modalities and settings, a summary of the overall regulatory and policy plan to accomplish integration of PA into delivery of care, and areas for future research. Integrating PA assessment, prescription, and referral into delivery of care requires a multi-stakeholder, coordinated effort with government agencies, payers, non-governmental organizations, professional societies, the United States Congress, state legislatures, healthcare systems, and the healthcare industry."
2020,Milbank Quarterly,10.1111/1468-0009.12481,"Cohen, I.G.; Gerke, S.; Kramer, D.B.",Ethical and Legal Implications of Remote Monitoring of Medical Devices,English,"Policy Points Millions of life-sustaining implantable devices collect and relay massive amounts of digital health data, increasingly by using user-downloaded smartphone applications to facilitate data relay to clinicians via manufacturer servers. Our analysis of health privacy laws indicates that most US patients may have little access to their own digital health data in the United States under the Health Insurance Portability and Accountability Act Privacy Rule, whereas the EU General Data Protection Regulation and the California Consumer Privacy Act grant greater access to device-collected data. Our normative analysis argues for consistently granting patients access to the raw data collected by their implantable devices. Context: Millions of life-sustaining implantable devices collect and relay massive amounts of digital health data, increasingly by using user-downloaded smartphone applications to facilitate data relay to clinicians via manufacturer servers. Whether patients have either legal or normative claims to data collected by these devices, particularly in the raw, granular format beyond that summarized in their medical records, remains incompletely explored. Methods: Using pacemakers and implantable cardioverter-defibrillators (ICDs) as a clinical model, we outline the clinical ecosystem of data collection, relay, retrieval, and documentation. We consider the legal implications of US and European privacy regulations for patient access to either summary or raw device data. Lastly, we evaluate ethical arguments for or against providing patients access to data beyond the summaries presented in medical records. Findings: Our analysis of applicable health privacy laws indicates that US patients may have little access to their raw data collected and held by device manufacturers in the United States under the Health Insurance Portability and Accountability Act Privacy Rule, whereas the EU General Data Protection Regulation (GDPR) grants greater access to device-collected data when the processing of personal data falls under the GDPR's territorial scope. The California Consumer Privacy Act, the “little sister” of the GDPR, also grants greater rights to California residents. By contrast, our normative analysis argues for consistently granting patients access to the raw data collected by their implantable devices. Smartphone applications are increasingly involved in the collection, relay, retrieval, and documentation of these data. Therefore, we argue that smartphone user agreements are an emerging but potentially underutilized opportunity for clarifying both legal and ethical claims for device-derived data. Conclusions: Current health privacy legislation incompletely supports patients’ normative claims for access to digital health data."
2020,Journal of agricultural and food chemistry,10.1021/acs.jafc.0c03873,"Zhang, X.-J.; Li, H.-W.; Bin, W.; Dou, B.-J.; Chen, D.-S.; Cheng, X.-P.; Li, M.; Wang, H.-Y.; Chen, K.-Q.; Jin, L.-Q.; Liu, Z.-Q.; Zheng, Y.-G.",Efficient Synthesis of Sugar Alcohols under Mild Conditions Using a Novel Sugar-Selective Hydrogenation Catalyst Based on Ruthenium Valence Regulation,English,"Sugar alcohols are the prominent alternatives of sugars in food, medical, and health industries. The ruthenium supported on multiwalled carbon nanotubes (Ru/MWCNTs) catalysts were prepared based on the Ru valence regulation strategy and applied for selective sugar hydrogenation to prepare various sugar alcohols including xylitol, arabinitol, sorbitol, mannitol, and galactitol for the first time, with high selectivity (>99.0%) and yield (>98.0%) under mild conditions (≤110 °C, 3.0 MPa H2 pressure). The hydrogenation reaction of xylose was further optimized and under mild conditions (100 °C, 3.0 MPa H2 pressure, and 500 rpm), which were lower than ever reported for high efficient synthesis of xylitol, 99.8% xylose conversion and 99.0% xylitol yield were achieved after 120 min of reaction."
2020,Clinical and Translational Science,10.1111/cts.12874,"Manta, C.; Jain, S.S.; Coravos, A.; Mendelsohn, D.; Izmailova, E.S.",An Evaluation of Biometric Monitoring Technologies for Vital Signs in the Era of COVID-19,English,"The novel coronavirus disease 2019 (COVID-19) global pandemic has shifted how many patients receive outpatient care. Telehealth and remote monitoring have become more prevalent, and measurements taken in a patient’s home using biometric monitoring technologies (BioMeTs) offer convenient opportunities to collect vital sign data. Healthcare providers may lack prior experience using BioMeTs in remote patient care, and, therefore, may be unfamiliar with the many versions of BioMeTs, novel data collection protocols, and context of the values collected. To make informed patient care decisions based on the biometric data collected remotely, it is important to understand the engineering solutions embedded in the products, data collection protocols, form factors (physical size and shape), data quality considerations, and availability of validation information. This article provides an overview of BioMeTs available for collecting vital signs (temperature, heart rate, blood pressure, oxygen saturation, and respiratory rate) and discusses the strengths and limitations of continuous monitoring. We provide considerations for remote data collection and sources of validation information to guide BioMeT use in the era of COVID-19 and beyond."
2020,"Food research international (Ottawa, Ont.)",10.1016/j.foodres.2020.109700,"Peng, C.; Zhu, S.; Lu, J.; Hu, X.; Ren, L.",Transcriptomic analysis of gene expression of menaquinone-7 in Bacillus subtilis natto toward different oxygen supply,English,"Menaquinone-7 (MK-7) is an important kind of vitamin K2 which plays significant roles in the treatment of coagulation and osteoporosis, and prevention of cardiovascular disease. This work was purposed to study the differences of gene expression at different oxygen supply conditions in Bacillus natto. The differences of fermentation characteristics, gene expression related to MK-7 biosynthesis, spore and biofilm formation were analyzed. The yield of MK-7 increased by two fold under high oxygen supply condition of 200 rpm. Further transcriptome analysis indicated that most of the enzymes in MK-7 biosynthesis pathway were also up-regulated. Moreover, glycerol kinase, fructose-bisphosphate aldolase and phosphofructokinase in glycolysis pathway were all up-regulated indicating that high oxygen supply can increase the consumption of substrate glycerol. Meanwhile, menD, encoded the rate-limiting enzyme in the MK pathway, was obviously up-regulated by 3.49-fold while most of the enzymes related to spore formation were down regulated at 200 rpm. Besides, superoxide dismutase (SOD2), catalase (CAT), hydroperoxide reductase (AhpF) and DNA-binding protein MrgA in the antioxidant defense system were up-regulated, while superoxide dismutase (SOD1) and glutathione peroxidase (GSH-Px) were down-regulated. These results could contribute to a better understanding for the effect of oxygen on the MK-7 production in Bacillus natto, and further analyze the molecular regulation mechanism of MK-7 biosynthesis."
2020,BMJ Innovations,10.1136/bmjinnov-2019-000399,"Wierda, E.; Blok, S.; Somsen, G.A.; Van Der Velde, E.T.; Tulevski, I.I.; Stavrov, B.; De Wildt, M.C.C.; Van Den Born, B.J.H.; Breukel, L.; De Mol, B.A.J.M.; Ploem, M.C.; Winter, M.M.",Protecting patient privacy in digital health technology: The Dutch m-Health infrastructure of Hartwacht as a learning case,English,"Innovative ways of healthcare delivery like m-Health, the practice of medicine by mobile devices and wearable devices are the promising new technique that may lead to improvement in quality of care at lower costs. While fully acknowledging the importance of m-Health development, there are challenges on privacy legislation. We address the legal framework, especially the General Data Protection Regulation, applied to m-Health and its implications for m-Health developments in Europe. We discuss how these rules are applied using a representative example of an m-Health programme with remote monitoring in the Netherlands. We consider informing patients about the data processing and obtaining their explicit consent as main responsibilities of healthcare providers introducing m-Health in their practice."
2020,Journal of biomedical optics,10.1117/1.JBO.25.10.102703,"Roblyer, D.",Perspective on the increasing role of optical wearables and remote patient monitoring in the COVID-19 era and beyond,English,"SIGNIFICANCE: The COVID-19 pandemic is changing the landscape of healthcare delivery in many countries, with a new shift toward remote patient monitoring (RPM). AIM: The goal of this perspective is to highlight the existing and future role of wearable and RPM optical technologies in an increasingly at-home healthcare and research environment. APPROACH: First, the specific changes occurring during the COVID-19 pandemic in healthcare delivery, regulations, and technological innovations related to RPM technologies are reviewed. Then, a review of the current state and potential future impact of optical physiological monitoring in portable and wearable formats is outlined. RESULTS: New efforts from academia, industry, and regulatory agencies are advancing and encouraging at-home, portable, and wearable physiological monitors as a growing part of healthcare delivery. It is hoped that these shifts will assist with disease diagnosis, treatment, management, recovery, and rehabilitation with minimal in-person contact. Some of these trends are likely to persist for years to come. Optical technologies already account for a large portion of RPM platforms, with a good potential for future growth. CONCLUSIONS: The biomedical optics community has a potentially large role to play in developing, testing, and commercializing new wearable and RPM technologies to meet the changing healthcare and research landscape in the COVID-19 era and beyond."
2020,Journal of Medical Systems,10.1007/s10916-020-01605-7,"Watts, P.; Breedon, P.; Nduka, C.; Neville, C.; Venables, V.; Clarke, S.",Cloud Computing Mobile Application for Remote Monitoring of Bell’s Palsy,English,"Mobile applications provide the healthcare industry with a means of connecting with patients in their own home utilizing their own personal mobile devices such as tablets and phones. This allows therapists to monitor the progress of people under their care from a remote location and all with the added benefit that patients are familiar with their own mobile devices; thereby reducing the time required to train patients with the new technology. There is also the added benefit to the health service that there is no additional cost required to purchase devices for use. The Facial Remote Activity Monitoring Eyewear (FRAME) mobile application and web service framework has been designed to work on the IOS and android platforms, the two most commonly used today. Results: The system utilizes secure cloud based data storage to collect, analyse and store data, this allows for near real time, secure access remotely by therapists to monitor their patients and intervene when required. The underlying framework has been designed to be secure, anonymous and flexible to ensure compliance with the data protection act and the latest General Data Protection Regulation (GDPR); this new standard came into effect in April 2018 and replaces the Data Protection Act in the UK and Europe."
2020,American Journal of Kidney Diseases,10.1053/j.ajkd.2020.02.442,"Koraishy, F.M.; Rohatgi, R.",Telenephrology: An Emerging Platform for Delivering Renal Health Care,English,"Electronic-based health care delivery systems are gaining popularity among patients and clinicians because of convenience. Importantly, telemedicine, the delivery of health care and/or health information using electronic systems, can deliver primary and specialized health care to geographically isolated patients, who account for nearly 20% of the US population. In nephrology, where a growing discrepancy exists between the geographic location of nephrologists and patients with kidney disease, telenephrology can bridge distance and deliver renal care and education to the isolated. Large nationalized health care systems, for which incentives are aligned to innovate and implement new platforms to deliver cost-effective care, have been at the forefront of telenephrology. These systems include synchronous direct physician-patient care through clinical videoconferencing, and asynchronous modalities such as electronic consultation and video telehealth to educate internists about specialized clinical topics. Large health care organizations are adopting these platforms as standalone services; however, expansion into the private health care system has been limited by reimbursement, regulations, and other issues. Though telenephrology is patient centered, studies are needed to rigorously test its clinical efficacy and cost-effectiveness. Nonetheless, growing patient demand for patient-centric health care will continue to expand the telenephrology space."
2020,Biomedical Signal Processing and Control,10.1016/j.bspc.2020.102059,"Borzì, L.; Olmo, G.; Artusi, C.A.; Fabbri, M.; Rizzone, M.G.; Romagnolo, A.; Zibetti, M.; Lopiano, L.",A new index to assess turning quality and postural stability in patients with Parkinson's disease,English,"Parkinson's disease is a neuro-degenerative disorder characterized by the progressive death of dopamine neurons. This leads to delayed and uncoordinated movements, and impacts on the patients’ motor performance with reduced movement intensity, increased axial rigidity and impaired cadence regulation. Turning provides privileged insights in postural instability and fall prediction, as it is regularly performed during daily activities, requires multi-limb coordination. The objective of this work was to define a Quality of Movement (QoM) index, inferred from inertial data related to turns, and strictly correlated with the patient's motor conditions, postural stability, and stage of the disease. Such a concise representation finds its main application in the remote monitoring of patients during daily activities at home. We have recorded and analyzed 180° turns in 72 patients, using inertial sensors embedded in the smartphone. We have set up an algorithm for binary classification of patients: mild vs. moderate/severe conditions, according to the Hoehn and Yahr scale of disease progression and disability degree. Our QoM index is defined as the a posteriori probability output by this binary classifier. It exhibits high correlation (r = 0.73) with the clinical score of postural stability, as well as with the average of four clinical scores related to movement impairment (r = 0.75). These results, together with the widespread smartphone use, provide a step in the direction of a practical, objective and reliable tool for PD patients remote monitoring in domestic environment."
2020,Journal of Heart and Lung Transplantation,10.1016/j.healun.2020.01.177,"Kuban, B.D.; Karimov, J.H.; Miyamoto, T.; Kado, Y.; Horvath, D.J.; Fukamachi, K.",Total Artificial Heart Incorporating Novel Stacked Motor; First In Vivo Results,English,"Purpose: The latest version of the continuous flow total artificial heart (CFTAH), which incorporates a novel stacked motor to improve passive self-regulation of pressure difference between the left and right atria, and reduce pump rotor over-excursion, was tested in vivo in a calf model to assess operational performance. Methods: The CFTAH was implanted in a calf and run at various pump operating conditions including mean pump speeds from 2400 to 3600 RPM, sinusoidal speed modulations from 0 to 25%, and speed modulation rates from 80 to 120 B.M. It was also tested under various combinations of simulated high and low systemic vascular resistance and pulmonary vascular resistance via outlet graft clamping and administration of a Nitroprusside respectively. Results: The CFTAH responded to all control inputs and ran as expected during the experiment. The head curves of the right and left pumps generated from measured pressures, measured right flow and calculated left flow, were consistent with in vitro data on this pump. The passive atrial pressure regulation performed well in the normal operating range, and there were no signs of excessive rotor axial displacement during extreme pressure excursions as had been seen in the previous versions of the pump. The left atrial pressure was unusually low throughout most of the experiment and we believe that this may have been due to partial blockage of the of the left inflow cuff proximal to the pressure line tap. This led to several left inlet suction conditions and extreme pressure conditions. Conclusion: The replacement of the standard, single stack stator motor with the new dual stator stack motor resulted in better passive regulation of the pressure difference between the left and right atria. Also, the extreme pressure conditions resulting from left inlet suction events did not cause the pump's rotor to rub against the volute housing as had been seen in previous versions of the pump. Even though the self-regulation was acceptable, shifting of the regulation characteristic to increase the nominal LAP-RAP value will improve the regulation further, and this modification will be implemented prior to the next in vivo experiment."
2023,2023 5th Iranian International Conference on Microelectronics (IICM),10.1109/IICM60532.2023.10443131,A. Ghouchani; M. Sharifkhani,An Integrated Wearable Bio-Impedance Spectroscopy System for Remote Monitoring Heart Failure in 65nm CMOS Technology,,"A wearable bio-impedance spectroscopy (BIS) system designed for remote monitoring of heart failure patients is presented. Leveraging bio-impedance as a non-invasive signal, the system enables continuous monitoring of vital parameters, optimizing treatment strategies and patient care. The system achieves a high-resolution of $100\mathrm{m} \Omega$, accompanied by low noise and distortion levels, ensuring accurate and reliable measurements. The implementation is carried out in 65nm technology with a 1.2V supply voltage and power consumption of $720 \mu \mathrm{W}$. Operating within the frequency range of 10KHz to 1MHz, the system captures 16 distinct samples, facilitating the generation of the Cole-Cole plot for comprehensive tissue analysis."
2023,2023 IEEE International Conference on Computer Vision and Machine Intelligence (CVMI),10.1109/CVMI59935.2023.10464874,M. Lal; M. Bhende; A. Goel; A. Pathak; P. Tamrakar; S. Sharma; P. Thorat,Enhancing Patient Care and Monitoring Through AI and IoT in Healthcare,,"AI and IoT can revolutionize patient care and monitoring. This presentation discusses the pros and cons of using AI and IoT to enhance patient care, therapy, and remote patient monitoring. AI technology improve data analysis, predictive modeling, and decision-making while IoT devices simplify patient data collecting and transfer. These technologies may enhance treatment regimens, patient results, and insights. AI and IoT let healthcare practitioners remotely monitor patients. Wearable sensors, remote monitoring devices, and implantable devices may collect vital signs, activity levels, and other health data from patients. Then, real-time artificial intelligence systems may analyze the data for quicker diagnosis, better treatment, and better results. AI-enhanced predictive analytics may help doctors identify patterns and trends in patient data for early diagnosis, risk assessment, and prevention. Machine learning algorithms can predict disease development, adjust medication dosages, and identify potential adverse events to enhance patient safety and treatment efficacy. However, healthcare AI and IoT use raises concerns that must be addressed. The massive volumes of patient data collected and transferred pose data security and privacy concerns. The General Data Protection Regulation (GDPR) and patient privacy must be observed. Data integration, standardization, and compatibility are some of the technical challenges of IoT device and AI system integration. Healthcare firms need robust infrastructure and data management to network, share data, and collaborate across devices and systems. Finally, AI and IoT technologies may enhance patient care and monitoring in the healthcare business. AI algorithms fordata analysis and IoT devices for real-time data collection may help doctors diagnose, treat, and monitor patients remotely. Data security, privacy, and interoperability must be addressed to deploy AI and IoT in health care. AI and IoT might transform healthcare and enhance patient outcomes despite these challenges."
2024,IEEE Internet of Things Journal,10.1109/JIOT.2024.3356574,B. Zha; Z. Wang; L. Ma; J. Chen; H. Wang; X. Li; S. Kumar; R. Min,Intelligent Wearable Photonic Sensing System for Remote Healthcare Monitoring Using Stretchable Elastomer Optical Fiber,,"Medical Internet of Things technology can effectively enable remote physiological data collection, monitoring, and transmission by integrating flexible sensors, wireless communication, and the human body in a wearable and embedded manner. Herein, a stretchable elastomer optical fiber has been developed and sandwiched with two performance of polymethyl methacrylate optical fibers to form a fully flexible polymer optical fiber sensor. The optical fiber integrated with the system mainly consists of a microcomputer, a light-emitting diode (LED) driver, a LED light source, a photodiode, and a Bluetooth module. One intelligent wearable photonic sensing system has been developed based on the Beer–Lambert law of the stretchable elastomer optical fiber for remote healthcare monitoring. Benefiting from the use of elastomer polymer materials, the sensing system features a maximum strain of more than 250%, a high-tensile strain of up to 100%, and a durability of >500 tests. Also, based on the advantage of elastomer optical fiber, the sensing part can be flexibly pasted on the skin surface as a wearable device for real-time monitoring of multiple physiological parameters. In this study, we successfully realized the monitoring of breathing pattern, heart rate, pulse, facial micro-activity, and joint activity, and the recognition of articulatory activity and knee joint activity using a 1-D convolutional neural network, with an accuracy of more than 90% for each activity recognition. Such merits demonstrate its potential as a medical toolkit and indicate promise for remote healthcare monitoring."
2024,2024 4th International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),10.1109/ICACITE60783.2024.10617374,R. Tewari; Z. Alsalami; H. A. Alsailawi; P. Kirubanantham; D. Dhabalia; O. N. Saadoun; Z. N. Abdulhussain; A. S. Alwan,Testing user Attitudes in IoT-load interface Based Healthcare attention management system,,"The study aims to analyze consumer perception toward adopting Internet of Things (IoT) technology in healthcare. In contrast to earlier studies that focused on the technical aspects, the proposed integrated paradigm measures how user trust is affected by the existence of security and privacy concerns, and knowledge of the Internet of Things. The proposed architecture presents a holistic system for health data management that is secure and efficient in modern health systems, designed and developed using four layers: hospital, remote IoT integrated medical device, distributed medical record, and AI-based smart contract. The system is supposed to enhance security of data and efficiency in its management with integration of the blockchain technology and the AI-based intelligence. The hospital layer is similar to the database that stores the data of the patient, and the distributed medical record layer makes the storage of the data and the access from it secure through blockchain. The data transfer of the health parameters of the patient through the IoT-enabled medical node can be done using the blockchain. The Al-based smart contract layer brings in the intelligence of the system for automatic decision-making and proactive breach detection. Evaluation was made on the system’s performance under different conditions, such as transaction processing time, average delay, where it demonstrated scalability, reliability, and robustness in the management of health data and hence sounds quite promising for this domain of modern healthcare."
2023,2023 International Conference on Artificial Intelligence for Innovations in Healthcare Industries (ICAIIHI),10.1109/ICAIIHI57871.2023.10489803,R. Raman; A. Mitra,IoT-Enhanced Workplace Safety for Real-Time Monitoring and Hazard Detection for Occupational Health,,"This paper discusses using Internet of Things (IoT) technology to improve workplace safety via real-time monitoring and danger identification, addressing occupational health issues. IoT devices and sensors are used in more sectors to make workplaces safer. A network of sensors may gather real-time data from various workplace locations to monitor ambient conditions, equipment functioning, and personnel actions. The system develops a comprehensive IoT infrastructure for occupational safety. This infrastructure includes environmental sensors for temperature, humidity, air quality, and noise. Wearable sensors are also investigated for worker vital signs and mobility. The data is sent to a central platform where powerful analytics and IoT discover dangers, abnormalities, and hazardous trends. Integration of danger detection techniques with real-time warnings and notifications is vital to the analysis. Hazardous circumstances trigger quick alerts for workers and supervisors. This proactive strategy allows quick risk mitigation and accident prevention. The system also addresses data privacy and security in the IoT framework, suggesting methods for protecting sensitive data while enabling data exchange."
2022,2022 International Conference on Decision Aid Sciences and Applications (DASA),10.1109/DASA54658.2022.9765251,I. Suhail; S. Pillai,IoT enabled applications for Healthcare decisions,,"With the advent of digital transformation, technology has brought about a gigantic and momentous change in almost every industry. Internet of Things (IoT), being one of the most revolutionizing technology, has been impacting all fields of life immensely, but its impact on the healthcare industry has been particularly significant due to its cutting edge transition. The objective of this paper is to understand the role of IoT in this sector, its various use cases, and on how the devices assists medical professionals to function more efficiently and patients for an enhanced treatment. For instance, the Intelligent Asthma Monitoring wearable technology can forecast the oncoming asthma attack way before the person wearing it can comprehend. Apple watches, though not designed with this agenda in the first place, have now been a significant part in gathering information about people with the new blood oxygen measuring functionality, echocardiogram (ECG) tracking, and also detecting irregular heartbeat which is an indicator of Atrial Fibrillation (AFib). Furthermore, the paper will also address the probable challenges of the technology in the sector and understand the current and future adaptability of internet of medical thing devices."
2024,2024 3rd International Conference on Applied Artificial Intelligence and Computing (ICAAIC),10.1109/ICAAIC60222.2024.10575151,R. Kolluru; R. Noorullah,Smart Intervention: A Next-Gen IoT Device for Combatting Drug Addiction,,"Drug addiction presents substantial challenges to achieving a healthy lifestyle. This study introduces a novel approach to detect and intervene in drug cravings by utilizing blood pressure monitoring. The research explores the correlation between blood pressure fluctuations and drug cravings, laying the groundwork for a real-time detection system. Continuous, non-intrusive blood pressure monitoring is employed, integrating wearable devices for the early detection of drug cravings. This approach offers a unique perspective on the blood pressure-craving correlation, ensuring originality and contributing to the knowledge of drug craving management. Emphasizing a personalized and proactive approach, the integration of advanced monitoring technology underscores the commitment to developing a practical system that addresses the challenges of healthy living amid drug addiction. This work encourages further exploration of physiological indicators and drug-craving behavior, potentially leading to improved interventions and support for individuals battling addiction."
2022,2022 8th International Conference on Advanced Computing and Communication Systems (ICACCS),10.1109/ICACCS54159.2022.9785016,J. B; A. R. S; R. S. M,Enhanced IoT- Assisted Wearable Data Analytics for Patient Monitoring and Healthcare Systems,,"Recent technological advancements have opened the path for smart gadgets, including wearable devices. Wearable sensors can predict human body motions and track a variety of medical symptoms associated with chronic diseases. The proposed study utilizes IoT sensors to monitor human bodily states, with the obtained data being saved in a cloud context. The data saved in the cloud environment is analyzed further using data analysis algorithms to enable clinicians’ efficient monitoring and prompt response. Moreover, data fluctuation may assist physicians in notifying them of emergencies, preserving a precious human life. The proposal might be implemented efficiently in emergency medical settings when patients need continual monitoring and the greatest attention from medical professionals. The suggested idea might be used to deploy several life-threatening conditions such as spinal muscular atrophy, hypertrophic cardiomyopathy, and Covid patient monitoring."
2020,"IEEE Journal of Electromagnetics, RF and Microwaves in Medicine and Biology",10.1109/JERM.2019.2929676,Y. Jiang; K. Pan; T. Leng; Z. Hu,Smart Textile Integrated Wireless Powered Near Field Communication Body Temperature and Sweat Sensing System,,"Near field communication (NFC) is a short-range wireless communication technique that has become an attractive device for healthcare and wellbeing monitoring. The work reported here demonstrates the development of a battery free wearable sensing system with temperature and sweat sensors embedded into and powered by a smart textile NFC antenna. The NFC antenna is seamlessly integrated with closed-body garments, and the sensor data can be easily acquired by NFC readers and smart phones in order to achieve real time and wireless monitor of health status in a convenient and nonintrusive way. A Dickson charge pump circuit has been designed and implemented in order to pump up the voltage and ensure a steady voltage supply for the sweat sensor. The maximum read range for accessing sensor data is 6 cm. The on-body measurement accuracy of the temperature sensor and sweat sensor are able to achieve ±0.14 °C and ±0.2%, respectively. The presented system can provide wearable battery-free ubiquitous wireless connectivity for point-of-care and any time healthcare and wellbeing monitoring."
2024,2024 11th International Workshop on Metrology for AeroSpace (MetroAeroSpace),10.1109/MetroAeroSpace61015.2024.10591515,A. Pallotti; C. Mwangi; M. Jahjah,Teleneurology Applications based on the Internet of Remote Medical Things,,"In recent decades, telemedicine has revolutionized the healthcare landscape, offering innovative solutions to improve the accessibility and efficiency of medical care. In this context, the Internet of Things (IoT) has played a significant role, facilitating connectivity and data exchange between medical devices and healthcare providers. However, while traditional IoT primarily focuses on local connectivity, the evolution towards the Internet of Remote Medical Things (IoRMT) has opened new frontiers in telemedicine, enabling the monitoring and treatment of patients even in remote or hard-to-reach areas. IoRMT represents an integrated approach that leverages advanced communication and sensing technologies to enable the connection and interaction of remote medical devices with healthcare networks. This interconnected infrastructure allows healthcare professionals to monitor patients in real-time, diagnose medical conditions, and provide personalized care, regardless of their geographical location. Through the adoption of wearable sensors, remote monitoring devices, and teleassistance systems, IoRMT offers a wide range of applications in telemedicine. One of the key areas where IoRMT has demonstrated its potential is in the management of chronic diseases. Patients suffering from conditions such as diabetes, hypertension, or heart disease can benefit from regular monitoring and real-time feedback from their healthcare providers, enabling more effective and proactive management of their health conditions. Additionally, IoRMT facilitates the delivery of specialized care in remote areas where access to healthcare services is limited. However, the implementation of IoRMT in telemedicine presents significant challenges, including data security, patient privacy, and the quality of network connections in remote areas. It is crucial to address these challenges through the implementation of advanced security protocols, compliance with data privacy regulations, and optimization of communication infrastructures. In conclusion, the Internet of Remote Medical Things represents a significant evolution in telemedicine, offering innovative solutions to improve the accessibility, efficiency, and quality of remote medical care. Through the integration of advanced technologies and clinical practices, IoRMT has the potential to radically transform the way healthcare is delivered and received worldwide, contributing to the improvement of health and well-being in global communities."
2020,2020 15th Iberian Conference on Information Systems and Technologies (CISTI),10.23919/CISTI49556.2020.9140443,A. Calçada; R. Cruz,Patient-centred Healthcare Monitoring in an Outpatient Scenario,,"Aging demographic, intermittent treatment and increasing costs of care characterise the situation the Healthcare sector is facing. Further, the increase in access and use of more sophisticated, cheaper and wearable technologies, sets the opportunity for the development of novel Healthcare related solutions that can bring a positive and transformative change in the Healthcare landscape. This work presents the development of an alarm algorithm and respective monitoring strategy for an outpatient scenario employing wearable technology. The research methodology that was followed allowed to identify and determine the Vital Body Signs (VBSs) and thresholds characterising medical conditions and deviations from the normal physiological state. A survey conducted among Healthcare experts, provided the validation, with agreement rates over 71%, of the set of VBSs and respective thresholds to integrate in the alarm algorithm in order to enable the detection of both life-threatening and increased Health risk situations. The validation tests performed through the analysis of Health Data sets, enabled the design of the proposed model, and also to identify its limitations."
2021,2021 IEEE International Symposium on Antennas and Propagation and USNC-URSI Radio Science Meeting (APS/URSI),10.1109/APS/URSI47566.2021.9703857,S. S. Kumar; K. Dashtipour; Q. H. Abbasi; M. A. Imran; W. Ahmad,The Challenges in Implementing Wearable Antennas for Large-Scale Health Monitoring,,"The rise of antenna technology, smartphones, and the Internet-of-things (IoT) has enabled wearable antennas for wireless communication between implantable devices such as pacemakers, infusion pumps, etc., and external devices for health monitoring. This work describes the key challenges that need to be addressed for such wireless body area network (WBAN) technologies to be integrated into large-scale health monitoring programs. These include the miniaturization of antennas, fabrication techniques to enable mass production, and methods to protect patients from data infringement and hackers. Furthermore, the role of wearable and implantable antennas is pivotal to realize devices for continuous healthcare monitoring especially during Pandemic situations such as Coronavirus Disease-2019 (COVID-19)."
2021,IEEE Access,10.1109/ACCESS.2021.3117662,A. Adavoudi Jolfaei; S. F. Aghili; D. Singelee,A Survey on Blockchain-Based IoMT Systems: Towards Scalability,,"Recently, blockchain-based Internet of Medical Things (IoMT) has started to receive more attention in the healthcare domain as it not only improves the care quality using real-time and continuous monitoring but also minimizes the cost of care. However, there is a clear trend to include many entities in IoMT systems, such as IoMT sensor nodes, IoT wearable medical devices, patients, healthcare centers, and insurance companies. This makes it challenging to design a blockchain framework for these systems where scalability is a most critical factor in blockchain technology. Motivated by this observation, in this survey we review the state-of-the-art in blockchain-IoMT systems. Comparison and analysis of such systems prove that there is a substantial gap, which is the negligence of scalability. In this survey, we discuss several approaches proposed in the literature to improve the scalability of blockchain technology, and thus overcoming the above mentioned research gap. These approaches include on-chain and off-chain techniques, based on which we give recommendations and directions to facilitate designing a scalable blockchain-based IoMT system. We also recommended that a designer considers the well-known trilemma along with the various dimensions of a scalable blockchain system to prevent sacrificing security and decentralization as well. Moreover, we raise several research questions regarding benchmarking; addressing these questions could help designers determining the existing bottlenecks, leading to a scalable blockchain."
2021,2021 International Conference on e-Health and Bioengineering (EHB),10.1109/EHB52898.2021.9657640,M. Formisano; G. Faiella; M. E. Vitullo; A. Dolcini; F. Clemente,Quality Management in Design Telemedicine Service for Children in Home Mechanical Ventilation,,"This paper presents a clinical implementation of a telemonitoring service for home ventilated patients. In particular, a methodology was defined for approaching the problem considering clinical and technological requirements as well as legal aspects mainly related to security and privacy of patient data. The use of design methodologies based on quality management (PDCA and process modelling) has been proved to be a valid approach for the clinical success of the telemedicine service."
