year,venue,doi,authors,title,publication_language,abstract
2024,Scientific reports,10.1038/s41598-024-68862-1,"Mehta, S.; Kwatra, N.; Jain, M.; McDuff, D.",Examining the challenges of blood pressure estimation via photoplethysmogram,English,"The use of observed wearable sensor data (e.g., photoplethysmograms [PPG]) to infer health measures (e.g., glucose level or blood pressure) is a very active area of research. Such technology can have a significant impact on health screening, chronic disease management and remote monitoring. A common approach is to collect sensor data and corresponding labels from a clinical grade device (e.g., blood pressure cuff) and train deep learning models to map one to the other. Although well intentioned, this approach often ignores a principled analysis of whether the input sensor data have enough information to predict the desired metric. We analyze the task of predicting blood pressure from PPG pulse wave analysis. Our review of the prior work reveals that many papers fall prey to data leakage and unrealistic constraints on the task and preprocessing steps. We propose a set of tools to help determine if the input signal in question (e.g., PPG) is indeed a good predictor of the desired label (e.g., blood pressure). Using our proposed tools, we found that blood pressure prediction using PPG has a high multi-valued mapping factor of 33.2% and low mutual information of 9.8%. In comparison, heart rate prediction using PPG, a well-established task, has a very low multi-valued mapping factor of 0.75% and high mutual information of 87.7%. We argue that these results provide a more realistic representation of the current progress toward the goal of wearable blood pressure measurement via PPG pulse wave analysis. For code, see our project page: https://github.com/lirus7/PPG-BP-Analysis."
2024,International Journal of Cardiology,10.1016/j.ijcard.2024.132116,"Albulushi, A.; Al Kindi, D.I.; Moawwad, N.; Kamel, A.M.; Khan, A.; Moustafa, M.A.; Al Kalbani, A.",Digital health technologies in enhancing patient and caregiver engagement in heart failure management: Opportunities and challenges,English,"The management of heart failure has undergone significant evolution, advancing from the initial utilization of digitalis and diuretics to the contemporary practice of personalized medicine and sophisticated device therapy. Despite these advancements, the persistent challenge of high hospitalization and readmission rates underscores an urgent need for innovative solutions. This manuscript explores how the integration of digital health technologies into interventional cardiology marks a paradigm shift in the management of heart failure. These technologies are no longer mere adjuncts but have become foundational to a modern approach, providing tools for continuous monitoring, patient education, and improved outcomes post-intervention. Through an examination of current trends, this perspective article highlights the transformative impact of wearable technologies, telehealth platforms, and advanced analytical tools in reshaping patient engagement and enabling proactive care strategies. Case studies illustrate the practical advantages, including enhanced medication adherence, early detection of heart failure signs, and a reduction in healthcare facility burdens. Central to this new digital health landscape is the Information Technology Management (ITM) system, a framework poised to revolutionize patient and caregiver engagement and pave the way for the future of interventional cardiology. This manuscript delineates the ITM system's innovative architecture and its consequential role in refining current and prospective cardiological interventions."
2024,The Lancet Diabetes and Endocrinology,10.1016/S2213-8587(24)00154-2,"Sheng, B.; Pushpanathan, K.; Guan, Z.; Lim, Q.H.; Lim, Z.W.; Yew, S.M.E.; Goh, J.H.L.; Bee, Y.M.; Sabanayagam, C.; Sevdalis, N.; Lim, C.C.; Lim, C.T.; Shaw, J.; Jia, W.; Ekinci, E.I.; Simó, R.; Lim, L.-L.; Li, H.; Tham, Y.-C.",Artificial intelligence for diabetes care: current and future prospects,English,"Artificial intelligence (AI) use in diabetes care is increasingly being explored to personalise care for people with diabetes and adapt treatments for complex presentations. However, the rapid advancement of AI also introduces challenges such as potential biases, ethical considerations, and implementation challenges in ensuring that its deployment is equitable. Ensuring inclusive and ethical developments of AI technology can empower both health-care providers and people with diabetes in managing the condition. In this Review, we explore and summarise the current and future prospects of AI across the diabetes care continuum, from enhancing screening and diagnosis to optimising treatment and predicting and managing complications."
2024,"Sensors (Basel, Switzerland)",10.3390/s24144706,"Narkhede, A.; Gowing, H.; Vandenberg, T.; Phan, S.; Wong, J.; Chan, A.",Automated Detection of In-Home Activities with Ultra-Wideband Sensors,English,"As Canada's population of older adults rises, the need for aging-in-place solutions is growing due to the declining quality of long-term-care homes and long wait times. While the current standards include questionnaire-based assessments for monitoring activities of daily living (ADLs), there is an urgent need for advanced indoor localization technologies that ensure privacy. This study explores the use of Ultra-Wideband (UWB) technology for activity recognition in a mock condo in the Glenrose Rehabilitation Hospital. UWB systems with built-in Inertial Measurement Unit (IMU) sensors were tested, using anchors set up across the condo and a tag worn by patients. We tested various UWB setups, changed the number of anchors, and varied the tag placement (on the wrist or chest). Wrist-worn tags consistently outperformed chest-worn tags, and the nine-anchor configuration yielded the highest accuracy. Machine learning models were developed to classify activities based on UWB and IMU data. Models that included positional data significantly outperformed those that did not. The Random Forest model with a 4 s data window achieved an accuracy of 94%, compared to 79.2% when positional data were excluded. These findings demonstrate that incorporating positional data with IMU sensors is a promising method for effective remote patient monitoring."
2024,Scientific reports,10.1038/s41598-024-66427-w,"R, G.; S, M.; Mathivanan, S.K.; Shivahare, B.D.; Chandan, R.R.; Shah, M.A.",A comprehensive health assessment approach using ensemble deep learning model for remote patient monitoring with IoT,English,"The goal of this research is to create an ensemble deep learning model for Internet of Things (IoT) applications that specifically target remote patient monitoring (RPM) by integrating long short-term memory (LSTM) networks and convolutional neural networks (CNN). The work tackles important RPM concerns such early health issue diagnosis and accurate real-time physiological data collection and analysis using wearable IoT devices. By assessing important health factors like heart rate, blood pressure, pulse, temperature, activity level, weight management, respiration rate, medication adherence, sleep patterns, and oxygen levels, the suggested Remote Patient Monitor Model (RPMM) attains a noteworthy accuracy of 97.23%. The model's capacity to identify spatial and temporal relationships in health data is improved by novel techniques such as the use of CNN for spatial analysis and feature extraction and LSTM for temporal sequence modeling. Early intervention is made easier by this synergistic approach, which enhances trend identification and anomaly detection in vital signs. A variety of datasets are used to validate the model's robustness, highlighting its efficacy in remote patient care. This study shows how using ensemble models' advantages might improve health monitoring's precision and promptness, which would eventually benefit patients and ease the burden on healthcare systems."
2024,European heart journal,10.1093/eurheartj/ehae415,"Oikonomou, E.K.; Khera, R.",Artificial intelligence-enhanced patient evaluation: bridging art and science,English,"The advent of digital health and artificial intelligence (AI) has promised to revolutionize clinical care, but real-world patient evaluation has yet to witness transformative changes. As history taking and physical examination continue to rely on long-established practices, a growing pipeline of AI-enhanced digital tools may soon augment the traditional clinical encounter into a data-driven process. This article presents an evidence-backed vision of how promising AI applications may enhance traditional practices, streamlining tedious tasks while elevating diverse data sources, including AI-enabled stethoscopes, cameras, and wearable sensors, to platforms for personalized medicine and efficient care delivery. Through the lens of traditional patient evaluation, we illustrate how digital technologies may soon be interwoven into routine clinical workflows, introducing a novel paradigm of longitudinal monitoring. Finally, we provide a skeptic's view on the practical, ethical, and regulatory challenges that limit the uptake of such technologies."
2024,Biomedical Signal Processing and Control,10.1016/j.bspc.2024.106202,"Johar, S.; Manjula, G.R.",Interfering sensed input classification model using assimilated whale optimization and deep Q-learning for remote patient monitoring,English,"The Internet of Medical Things (IoMT)-based Remote Patient Monitoring (RPM) systems provide real-time data and insights about patients' conditions without the need for constant physical visits to healthcare facilities. The wearable sensors are responsible for sensing the psychological vitals of humans at different intervals to detect their precise health status. This article introduces an Interfering Input Classification Model (IICM) for addressing the continuous and discrete data extraction issues in RPM. The proposed model hybridizes whale optimization and deep-Q-learning for classification and connectivity identification between different interval data. The sensed information is segregated as discrete and continuous using the search process termination of the whales. Such classified data is validated for the maximum discreteness and its interconnection between the previous sequences. This interconnection is performed using Q-learning based on different state changes through continuous clinical range correlations. The proposed model exemplifies continuous and discrete signals (data) for abnormality detection and diagnosis recommendation. Thus the proposed model is reliable in improving the classification ratio and accuracy with fewer errors. The experimental values of the proposed model are as follows: IICM enhances classification by 6.65%, signal identification by 6.63%, and classification accuracy by 10.08%. This model reduces classification time by 9.51% and error by 10.14% for different ranges of inputs."
2024,PLoS ONE,10.1371/journal.pone.0304774,"Aslam, M.S.; Altaf, A.; Iqbal, F.; Nigar, N.; Galán, J.C.; Aray, D.G.; de la Torre Díez, I.; Ashraf, I.",Novel model to authenticate role-based medical users for blockchain-based IoMT devices,English,"The IoT (Internet of Things) has played a promising role in e-healthcare applications during the last decade. Medical sensors record a variety of data and transmit them over the IoT network to facilitate remote patient monitoring. When a patient visits a hospital he may need to connect or disconnect medical devices from the medical healthcare system frequently. Also, multiple entities (e.g., doctors, medical staff, etc.) need access to patient data and require distinct sets of patient data. As a result of the dynamic nature of medical devices, medical users require frequent access to data, which raises complex security concerns. Granting access to a whole set of data creates privacy issues. Also, each of these medical user need to grant access rights to a specific set of medical data, which is quite a tedious task. In order to provide role-based access to medical users, this study proposes a blockchain-based framework for authenticating multiple entities based on the trust domain to reduce the administrative burden. This study is further validated by simulation on the infura blockchain using solidity and Python. The results demonstrate that role-based authorization and multi-entities authentication have been implemented and the owner of medical data can control access rights at any time and grant medical users easy access to a set of data in a healthcare system. The system has minimal latency compared to existing blockchain systems that lack multi-entity authentication and role-based authorization."
2024,medRxiv,10.1101/2024.06.29.24309706,"Borges, J.Y.V.",Innovative E-Health Technologies for Cardiovascular Disease Treatment: A 2024 Updated Systematic Review and Meta-Analysis,English,"Background: Cardiovascular disease (CVD) remains the leading cause of death globally, with an estimated 18.6 million deaths in 2021. E-health interventions have the potential to improve CVD management by providing remote monitoring, patient education, and support. This updated systematic review and meta-analysis aimed to synthesize the evidence on the effectiveness of innovative e-health technologies for CVD treatment, including studies published up to November 2023. Objective: This updated systematic review and meta-analysis aims to analyze the evidence that innovative e-health technologies are effective in improving CVD management. Methods: A comprehensive literature search was conducted in MEDLINE, Embase, Cochrane Central Register of Controlled Trials, CINAHL, and PsycINFO from inception to November 2023. Randomized controlled trials (RCTs) comparing an innovative e-health technology to usual care or another intervention in adults with CVD or at risk of CVD were included. Studies not meeting these criteria were excluded. The risk of bias was assessed using the Cochrane Collaboration's risk of bias tool. A meta-analysis was conducted for outcomes with sufficient studies and similar interventions and outcomes. For other outcomes, a narrative synthesis was performed. The certainty of evidence for each outcome was assessed using the GRADE approach. Results: Thirty studies met the inclusion criteria, with a total of 10,234 participants. The interventions included artificial intelligence, machine learning, wearable devices, mobile health, telehealth, virtual reality, augmented reality, blockchain technology, Internet of Things (IoT), and big data analytics. The outcomes assessed were blood pressure, cholesterol levels, medication adherence, cardiovascular events, and quality of life. Conclusions: The meta-analysis showed that innovative e-health technologies were effective in improving blood pressure (mean difference: -5.7 mmHg; 95% CI: -7.3 to - 4.1), cholesterol levels (mean difference: -10.8 mg/dL; 95% CI: -13.9 to -7.7), and medication adherence (odds ratio: 1.48; 95% CI: 1.31 to 1.67). The certainty of evidence for these outcomes was moderate. The narrative synthesis indicated that innovative e-health technologies were also effective in reducing cardiovascular events and improving quality of life. However, the evidence for these outcomes was limited, and more research is needed."
2024,Otolaryngology - Head and Neck Surgery (United States),10.1002/ohn.738,"Fang, T.-Y.; Lin, T.-Y.; Shen, C.-M.; Hsu, S.-Y.; Lin, S.-H.; Kuo, Y.-J.; Chen, M.-H.; Yin, T.-K.; Liu, C.-H.; Lo, M.-T.; Wang, P.-C.",Algorithm-Driven Tele-otoscope for Remote Care for Patients With Otitis Media,English,"Objective: The COVID-19 pandemic has spurred a growing demand for telemedicine. Artificial intelligence and image processing systems with wireless transmission functionalities can facilitate remote care for otitis media (OM). Accordingly, this study developed and validated an algorithm-driven tele-otoscope system equipped with Wi-Fi transmission and a cloud-based automatic OM diagnostic algorithm. Study Design: Prospective, cross-sectional, diagnostic study. Setting: Tertiary Academic Medical Center. Methods: We designed a tele-otoscope (Otiscan, SyncVision Technology Corp) equipped with digital imaging and processing modules, Wi-Fi transmission capabilities, and an automatic OM diagnostic algorithm. A total of 1137 otoscopic images, comprising 987 images of normal cases and 150 images of cases of acute OM and OM with effusion, were used as the dataset for image classification. Two convolutional neural network models, trained using our dataset, were used for raw image segmentation and OM classification. Results: The tele-otoscope delivered images with a resolution of 1280 × 720 pixels. Our tele-otoscope effectively differentiated OM from normal images, achieving a classification accuracy rate of up to 94% (sensitivity, 80%; specificity, 96%). Conclusion: Our study demonstrated that the developed tele-otoscope has acceptable accuracy in diagnosing OM. This system can assist health care professionals in early detection and continuous remote monitoring, thus mitigating the consequences of OM."
2024,Current Anesthesiology Reports,10.1007/s40140-024-00627-y,"Ardon, A.; Chadha, R.; George, J.","Post-discharge Care and Monitoring: What’s new, What’s Controversial",English,"Purpose of Review: To summarize recent evidence that discusses the potential benefits and challenges of using new technology and virtual care models for post-operative patient monitoring after ambulatory surgery. Recent Findings: • Artificial intelligence (AI) systems can be integrated into practice to play an important role in perioperative risk mitigation. • Remote monitoring and wearable technology can work synergistically to improve clinical outcomes after surgery. • Novel care models may result in a high level of care and patient satisfaction compared to inpatient stays. Summary: AI can be a useful tool to identify patients at increased surgical risk. The integration of AI with remote monitors and wearables holds promise for improving patient outcomes. Concerns associated with data privacy and security, along with clinician reluctance, are challenges to overcome. New models such as virtual care at home and care hotels are options that may provide ways to improve clinical monitoring after discharge."
2024,PACE - Pacing and Clinical Electrophysiology,10.1111/pace.14995,"Guo, R.-X.; Tian, X.; Bazoukis, G.; Tse, G.; Hong, S.; Chen, K.-Y.; Liu, T.",Application of artificial intelligence in the diagnosis and treatment of cardiac arrhythmia,English,"The rapid growth in computational power, sensor technology, and wearable devices has provided a solid foundation for all aspects of cardiac arrhythmia care. Artificial intelligence (AI) has been instrumental in bringing about significant changes in the prevention, risk assessment, diagnosis, and treatment of arrhythmia. This review examines the current state of AI in the diagnosis and treatment of atrial fibrillation, supraventricular arrhythmia, ventricular arrhythmia, hereditary channelopathies, and cardiac pacing. Furthermore, ChatGPT, which has gained attention recently, is addressed in this paper along with its potential applications in the field of arrhythmia. Additionally, the accuracy of arrhythmia diagnosis can be improved by identifying electrode misplacement or erroneous swapping of electrode position using AI. Remote monitoring has expanded greatly due to the emergence of contactless monitoring technology as wearable devices continue to develop and flourish. Parallel advances in AI computing power, ChatGPT, availability of large data sets, and more have greatly expanded applications in arrhythmia diagnosis, risk assessment, and treatment. More precise algorithms based on big data, personalized risk assessment, telemedicine and mobile health, smart hardware and wearables, and the exploration of rare or complex types of arrhythmia are the future direction."
