year,venue,doi,authors,title,publication_language,abstract
2023,2023 IEEE International Conference on Computer Vision and Machine Intelligence (CVMI),10.1109/CVMI59935.2023.10464874,M. Lal; M. Bhende; A. Goel; A. Pathak; P. Tamrakar; S. Sharma; P. Thorat,Enhancing Patient Care and Monitoring Through AI and IoT in Healthcare,,"AI and IoT can revolutionize patient care and monitoring. This presentation discusses the pros and cons of using AI and IoT to enhance patient care, therapy, and remote patient monitoring. AI technology improve data analysis, predictive modeling, and decision-making while IoT devices simplify patient data collecting and transfer. These technologies may enhance treatment regimens, patient results, and insights. AI and IoT let healthcare practitioners remotely monitor patients. Wearable sensors, remote monitoring devices, and implantable devices may collect vital signs, activity levels, and other health data from patients. Then, real-time artificial intelligence systems may analyze the data for quicker diagnosis, better treatment, and better results. AI-enhanced predictive analytics may help doctors identify patterns and trends in patient data for early diagnosis, risk assessment, and prevention. Machine learning algorithms can predict disease development, adjust medication dosages, and identify potential adverse events to enhance patient safety and treatment efficacy. However, healthcare AI and IoT use raises concerns that must be addressed. The massive volumes of patient data collected and transferred pose data security and privacy concerns. The General Data Protection Regulation (GDPR) and patient privacy must be observed. Data integration, standardization, and compatibility are some of the technical challenges of IoT device and AI system integration. Healthcare firms need robust infrastructure and data management to network, share data, and collaborate across devices and systems. Finally, AI and IoT technologies may enhance patient care and monitoring in the healthcare business. AI algorithms fordata analysis and IoT devices for real-time data collection may help doctors diagnose, treat, and monitor patients remotely. Data security, privacy, and interoperability must be addressed to deploy AI and IoT in health care. AI and IoT might transform healthcare and enhance patient outcomes despite these challenges."
2023,"2023 5th International Conference on Advances in Computing, Communication Control and Networking (ICAC3N)",10.1109/ICAC3N60023.2023.10541669,Akilan; U. Hariharan; I. B. Prakash; K. Rajkumar,Exploring the Impact and Potential of the Internet of Medical Things (IoMT): A Comprehensive Review,,"The Internet of Medical Things (IoMT) is a transformative paradigm in healthcare that utilizes interconnected medical devices, wearables, and healthcare systems to revolutionize patient care, enhance clinical outcomes, and improve healthcare efficiency. This review paper provides a comprehensive analysis of the IoMT, encompassing its definition, key technologies, applications, benefits, challenges, and future prospects. Through a synthesis of existing literature, this paper presents a holistic understanding of the IoMT landscape, its implications for healthcare stakeholders, and its potential to transform healthcare delivery. The review highlights various applications of IoMT, including remote patient monitoring, telemedicine, and smart healthcare facilities, emphasizing their impact on improving patient outcomes and advancing medical research. Moreover, it addresses challenges such as data security, interoperability, ethical considerations, and regulatory frameworks. The paper concludes by identifying research gaps and proposing future directions, including the integration of artificial intelligence, personalized medicine, and scalable implementation strategies. This review contributes to the growing body of knowledge on IoMT and provides valuable insights for researchers, clinicians, and policymakers."
2021,"2021 3rd International Congress on Human-Computer Interaction, Optimization and Robotic Applications (HORA)",10.1109/HORA52670.2021.9461370,C. Dilibal; B. L. Davis; C. Chakraborty,Generative Design Methodology for Internet of Medical Things (IoMT)-based Wearable Biomedical Devices,,"Application-driven generative design concept produces multiple solutions in varied fields in the industry. Generative design is an iterative design process that involves a machine learning algorithm that creates varied outputs that meet pre-determined constraints. This methodology provides an efficient tool for creating different design options for biomedical devices. Biomedical devices need different functionality and complexity. The generative design combined with additive manufacturing increases the functionality of the biomedical device with reduced material and total cost. Using artificial intelligence (AI) algorithm and the cloud, generative design enables to develop creative design options for the internet of medical things (IoMT)-based biomedical devices. In this study, the crucial role of generative design methodology is revealed for creating functional IoMT-based biomedical devices."
2023,2023 IEEE Sensors Applications Symposium (SAS),10.1109/SAS58821.2023.10254186,M. A. Issa; A. Eldosouky; M. Ibnkahla; J. Jaskolka; A. Matrawy,Integrating Medical and Wearable Devices with E-Health Systems Using Horizontal IoT Platforms,,"The Internet of Things (IoT) has unleashed the potential to expand the deployment of e-health systems by facilitating remote monitoring and introducing emerging IoT-enabled devices. However, this requires e-health systems to dynamically integrate a variety of heterogeneous IoT-enabled devices. In this paper, a four-phase device integration process is proposed to connect IoT-enabled medical devices with e-health systems through the use of horizontal IoT platforms. Horizontal platforms are used to facilitate the management of heterogeneous devices and their huge amount of data. The IoT-enabled medical devices are classified into direct and indirect devices based on their data availability to the platform. Data collection from direct devices is performed through wired or wireless communication. In contrast, indirect devices make their data available only to the cloud, from where the platform can access and retrieve the data. The proposed integration process is then implemented using OM2M horizontal IoT platform through two use cases of integrating direct and indirect real devices. For each use case, the technical details of the implementation phases are provided to demonstrate the effectiveness of the proposed device integration process. Finally, technical considerations and challenges are discussed for generalizing the proposed integration process to other medical devices."
2022,2022 International Conference on Decision Aid Sciences and Applications (DASA),10.1109/DASA54658.2022.9765251,I. Suhail; S. Pillai,IoT enabled applications for Healthcare decisions,,"With the advent of digital transformation, technology has brought about a gigantic and momentous change in almost every industry. Internet of Things (IoT), being one of the most revolutionizing technology, has been impacting all fields of life immensely, but its impact on the healthcare industry has been particularly significant due to its cutting edge transition. The objective of this paper is to understand the role of IoT in this sector, its various use cases, and on how the devices assists medical professionals to function more efficiently and patients for an enhanced treatment. For instance, the Intelligent Asthma Monitoring wearable technology can forecast the oncoming asthma attack way before the person wearing it can comprehend. Apple watches, though not designed with this agenda in the first place, have now been a significant part in gathering information about people with the new blood oxygen measuring functionality, echocardiogram (ECG) tracking, and also detecting irregular heartbeat which is an indicator of Atrial Fibrillation (AFib). Furthermore, the paper will also address the probable challenges of the technology in the sector and understand the current and future adaptability of internet of medical thing devices."
2024,2024 International Conference on Inventive Computation Technologies (ICICT),10.1109/ICICT60155.2024.10544910,M. Pawar; S. Rusia; S. Tijare; A. Gadpalliwar; M. Ashtekar; R. Pichkate,Development of Health Monitoring Wearable Device using ESP32,,"Particularly in the wake of the pandemic, telehealth has gained a significant role in the delivery of healthcare globally. The use of healthcare monitoring systems has greatly increased. The goal of this project is to create a prototype home health monitoring system that can take the place of standard physical examinations performed in hospitals. The goal is to extract important health metrics from the PPG data utilising the MAX30102 Photoplethysmography (PPG) module, infrared temperature sensor (DS18B20), an OLED display, and the Blynk cloud platform. These parameters include heart rate and oxygen saturation."
2023,"2023 International Conference on Communication, Security and Artificial Intelligence (ICCSAI)",10.1109/ICCSAI59793.2023.10421430,N. Manchanda; D. Chhabra; M. Malik; K. Kumar,WoS Bibliometric-Based Review on IoT in Healthcare Sector,,"The healthcare industry has experienced a significant digital revolution in recent years. The way doctors and hospitals provide care for their patients is changing as a result of digital technologies like IoT devices and monitors. This is a good development that is assisting in streamlining healthcare, reducing expenses and enhancing access to vital medical information. The pharmaceutical production process can be optimized with the use of Internet of Things (IoT) technology, and it enables healthcare professionals to access patient data quickly and effectively. According to the Markets and Markets study, the market for IoT medical devices is expected to reach ${{\$ }}94.2$ billion by 2026 [1]. We refer to the WoS articles from the past seven years, which were published between 2016 and 2022. The “bibliometric” library is used in the RStudio environment to conduct the whole analysis. We are able to find the outcomes using different aspects like sources, technology, year, research gaps, citations, research impact, publisher etc."
2023,"2023 International Conference on Research Methodologies in Knowledge Management, Artificial Intelligence and Telecommunication Engineering (RMKMATE)",10.1109/RMKMATE59243.2023.10369980,D. R. S; A. B,IoT Revolutionizing Healthcare: A Survey of Smart Healthcare System Architectures,,"The Internet of Things (IoT) has had a profound impact on the healthcare sector by paving the way for the creation of smart healthcare systems that improve patient monitoring, diagnosis, and individualized care. The purpose of this study is to provide a review of the state of the art in IoT-based healthcare system architectures. In this study, we take a look at the current state of the art of Internet of Things (IoT) technologies, protocols, and communication models used in healthcare settings. The survey digs into the roles and interconnections of key components and layers of IoT architecture, such as sensor nodes, gateways, cloud platforms, and data analytics, in a smart healthcare ecosystem. Furthermore, it investigates the potential for incorporating wearable devices, medical sensors, and other smart healthcare gadgets that enable real - time data gathering and transmission. In addition, the paper explores the dangers and vulnerabilities inherent in IoT - based healthcare systems, as well as the current solutions available for addressing these issues and safeguarding sensitive patient data. The challenges of interoperability and standardization are also explored in order to guarantee the smooth integration and communication of various healthcare equipment and systems. Using examples like remote patient monitoring, chronic illness management, fall detection, and elderly care, the survey emphasizes the beneficial effects of IoT on patient outcomes and healthcare efficiency."
2023,2023 IEEE Asia-Pacific Conference on Computer Science and Data Engineering (CSDE),10.1109/CSDE59766.2023.10487648,K. Tabassum; L. A. Abukhamis,Review of Secure Healthcare and Patient Monitoring System Using Block Chain for Accessing Medical Records,,"Healthcare industry is evolving rapidly due to the rigorous research and development in health care industry and is contributing to the enormous development the most happening and upcoming innovative block chain technology. This development in both health care and technological industry has enhanced the quality of fitness of an individual by the use of miniaturized sensors that could be invasively or non-invasively embedded to monitor human vital signs to offer a secure patient healthcare system. When sharing personal medical information, data security and comfort are essential requirements for interaction with electronic medical records. However, it is hard for current systems to meet these requirements because they have inconsistent security policies and access control structures. Another problem is switching the medical providers that is extremely unmanageable and creates tedious issues for medical claim approvals since maximum advanced healthcare systems are distributed greatly with low speed issues and frauds. The new solutions should be directed towards improving data access and should be managed by the government in terms of privacy and security requirements to ensure the reliability of data for medical purposes. Block chain technology is the most unique and real solution that promises secure patient data coordination and whole healthcare system, provides pre-approved constraints. Block chain paves the way for a revolution in the traditional pharmaceutical industry and benefits from unique features such as data privacy and transparency. This paper proposes a block chain solution to facilitate patients and healthcare system users to access their health care records with smart contract technology."
2023,2023 IEEE East-West Design & Test Symposium (EWDTS),10.1109/EWDTS59469.2023.10297078,A. Petrenko,Approaches for WSN (Wireless Sensor Networks) Standardization and Their Interoperability in Combining into a Global Network,,"Wireless sensor networks (WSN) are networks consisting of a collection of sensors with the functions of collecting, processing, and transmitting data on the state of the environment. In the article, using the example of a specific case of the so-called WBSM networks (Wireless Body Sensor Network), a service-oriented approach to their implementation is considered as a guarantee of ensuring the standardization and interoperability of the components of their structures when implementing the scenarios of calculations involved in them. This approach will differ from analogs by maximally simplifying the design of calculation scenarios due to the absence of low-level details in the scenario descriptions. The proposed solutions were tested by creating a prototype of a mobile medical intelligence platform WBSM, which enables remote interaction of patients and doctors, which is especially critical in the conditions of a pandemic to identify risk groups of patients with chronic diseases."
2022,2022 13th International Conference on Information and Communication Technology Convergence (ICTC),10.1109/ICTC55196.2022.9952606,J. Jin; I. Lee,A Study on the Considerations for Establishing a Security Model for Non-face-to-face Telehealth,,"Due to the global COVID-19 pandemic, interest in non-face-to-face telehealth is increasing worldwide, and telehealth services are being activated in various fields. In some countries, successful cases of remote surgery using non-face-to-face telehealth services are emerging one after another. Due to the absence of related standards presented to precisely handle security requirements in a non-face-to-face telehealth environment, security threats in telehealth are proceeding in a form that relies entirely on IT technology. However, the IT technology used in the medical environment is somewhat different from the existing ICT technology, so the need for a cybersecurity framework for non-face-to-face telehealth is becoming a much more important issue. This paper focuses on what needs to be considered to establish an appropriate security model in non-face-to-face telehealth."
2023,2023 1st International Conference on Cognitive Computing and Engineering Education (ICCCEE),10.1109/ICCCEE55951.2023.10424046,R. Singh; M. M. Baig; S. V. Sonekar; S. Sawwashere,Exploring the Potential of Distributed Ledger Technology in e-Health Monitoring,,"The potential of distributed ledger technology (DLT) to transform various industries, such as healthcare, has been widely acknowledged. Due to the increasing interest in the technology's use in monitoring health data. One of the most important advantages of DLT in monitoring is its ability for creating secure and reliable records. This feature allows for the preservation of sensitive information, and it can be used to protect the data of various individuals. In addition, it can allow researchers and healthcare providers to share information between themselves and other healthcare organizations. One of the main advantages of DLT in the monitoring of health data is its ability to improve interoperability. This technology can help create a decentralized system that will allow healthcare providers to store and share health data. This eliminates the need for central data hubs and enables them to access and use the information they need to improve patient care. Another advantage of DLT in monitoring is it's ability to allow healthcare organizations to use smart contracts. This feature can help them automate various processes, such as drug supply chain management and claims management. Despite the various advantages of DLT in monitoring, there are still many challenges that need to be addressed in order to successfully implement it in the field. One of these is the lack of interoperability. This issue can prevent DLT systems from being able to work seamlessly with other systems. Also, the lack of regulations is a major concern when it comes to the use of DLT in healthcare. The potential of DLT to significantly impact the monitoring industry is immense. Its ability to improve data interoperability and secure storage can lead to the creation of more effective and efficient systems. However, it's important to note that the technology still has a long way to go before it fully realizes its full potential. This paper aims to review the literature on the subject."
2023,"2023 International Conference on Smart Applications, Communications and Networking (SmartNets)",10.1109/SmartNets58706.2023.10215757,S. M. A. A. Abir; M. Abuibaid; J. S. Huang; Y. Hong,Harnessing 5G Networks for Health Care: Challenges and Potential Applications,,"The fifth generation (5G) network has revolutionized the healthcare field, offering high-speed data transfer, low latency, and improved network coverage. This has opened new opportunities to help healthcare providers break through barriers for better care delivery. The paradigm shift towards a distributed patient-centric approach in health care has driven the need for the utilization of 4G and other advanced technologies for smart healthcare. However, the limitations of fourth-generation healthcare systems require machine-to-machine (M2M) or device-to-device (D2D) communication, which can be addressed by 5G network infrastructure with its ultra-low latency, high availability, reliability, and security features. This paper provides an overview of the role of smart healthcare in transforming the healthcare industry through the integration of advanced technologies such as electronic health records (EHRs), telemedicine, internet of things (IoT), wearable devices, artificial intelligence (AI), blockchain, and 3D printing. It also discusses the key features of 5G networks, including high-speed data transfer, low latency, increased bandwidth, improved network coverage, network slicing, and improved security. Additionally, this paper proposes a 5G-enabled emergency vehicle communication system as a potential application of 5G technology in health care."
2024,"2024 International Conference on Circuit, Systems and Communication (ICCSC)",10.1109/ICCSC62074.2024.10617220,Z. S. Houssaini; Y. Balboul; A. Bouayad,Analysis of IoT Health Data: State of the Art and Research Opportunities,,"The increasing integration of Internet of Things (IoT) devices in the healthcare sector has transformed the way medical data is collected and analyzed. This article aims to provide a comprehensive overview of the current state of the Internet of Medical Things (IoMT), highlighting recent advancements, benefits, challenges encountered, as well as future perspectives and research opportunities. We take a closer look at the technologies used, data analysis methods, security and privacy concerns, as well as potential applications in preventive medicine, chronic disease management, and remote patient monitoring."
2022,GLOBECOM 2022 - 2022 IEEE Global Communications Conference,10.1109/GLOBECOM48099.2022.10001605,A. I. Newaz; A. Aris; A. K. Sikder; A. S. Uluagac,Systematic Threat Analysis of Modern Unified Healthcare Communication Systems,,"Recently, smart medical devices have become preva-lent in remote monitoring of patients and the delivery of medication. The ongoing Covid-19 pandemic situation has boosted the upward trend of the popularity of smart medical devices in the healthcare system. Simultaneously, different device manufacturers and technologies compete for a share in a smart medical device's market, which forces the integration of diverse smart medical de-vices into a common healthcare ecosystem. Hence, modern unified healthcare communication systems (UHCSs) combine ISO/IEEE 11073 and Health Level Seven (HL7) communication standards to support smart medical devices' interoperability and their communication with healthcare providers. Despite their advantages in supporting various smart medical devices and communication technologies, these standards do not provide any security and suffer from vulnerabilities. Existing studies provide stand-alone security solutions to components of UHCSs and do not cover UHCSs holistically. In this paper, we perform a systematic threat analysis of UHCSs that relies on attack-defense tree (ADTree) formalisms. Considering the attack landscape and defense ecosys-tem, we build an ADTree for UHCSs and convert the ADTree to stochastic timed automata (STA) to perform quantitative analysis. Our analysis using UPPAAL SMC shows that the Man-in-the-Middle and unauthorized remote access attacks are the most probable attacks that a malicious entity could pursue, causing mistreatment to patients. We also extract valuable information about the top threats, the likelihood of performing different individual and simultaneous attacks, and the expected cost for attackers."
2021,2021 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit),10.1109/EuCNC/6GSummit51104.2021.9482489,E. Brandsma; H. K. Hallingby; P. H. Lehne,A 5 G health use case calling for ecosystem strategies: Resolving technology and business dependencies necessary to kick off the market,,"5G-HEART, as one of the 5G PPP Phase 3 (ICT-19) projects, deploys innovative digital use cases involving healthcare, transport, and aquaculture. In general, connectivity is imperative to realize economic and welfare benefits and 5G-HEART studies whether 5G can provide capabilities which current connectivity solutions cannot. This article focuses on one healthcare use case; Remote Patient Monitoring for transitional care, a compelling use case that could be enabled by 5G connectivity. We describe and analyze this use case according to technology and business status and gaps, revealing dependencies and challenges between technologies and business partners in their value creation and capturing. This approach corresponds to perceiving the 5G market as an ecosystem. Based on our analyses we indicate scenarios for resolution in line with ecosystem strategies; more importantly we highlight challenges and inhibitors that need to be addressed by the ecosystem. Thus, our contribution is not intended to offer a clear-cut solution but rather to create awareness of the problems and to trigger a discussion to help ensure maximum impact of 5G, particularly in relation to connected care."
2024,2024 20th International Conference on Distributed Computing in Smart Systems and the Internet of Things (DCOSS-IoT),10.1109/DCOSS-IoT61029.2024.00093,G. D’Aniello; L. Greco; F. Pupo; C. Savaglio,Entrust: usEr ceNtric plaTform foR continoUS healThcare,,"The continuous growth in the worldwide demand for medical services pushes the traditional model of hospital care towards a more sustainable one which makes continuous monitoring of health status as well as remote treatment of diseases (where possible) feasible. In this context, the synergic exploitation of well-established paradigms such as Internet of Things (IoT), Wearable Computing and Edge Intelligence (EI) within a single platform can represent a game-changer with respect to the current smart healthcare scenario. In this paper we introduce ENTRUST (usEr ceNtric plaTform foR continoUS healThcare), an innovative solution pivoted around a seamless edge-cloud architecture and a simulation-based approach for the development of next-generation, daily healthcare services. The system desiderata and challenges towards its implementation are hence discussed and a use case reported to exemplify the envisioned ENTRUST approach."
2024,2024 2nd International Conference on Artificial Intelligence and Machine Learning Applications Theme: Healthcare and Internet of Things (AIMLA),10.1109/AIMLA59606.2024.10531325,N. Bhatt; B. Bisht; D. C. G.; A. Mittal; N. Garg,Tech-Driven Wellness: Navigating the Confluence of Technology and Digital Health,,"The fast-developing discipline of ""digital health"" is changing how healthcare is administered and provided. Technology integration into healthcare is transforming the way professionals and patients interact with healthcare services. Development in technology such as (AR) & (VR) augmented reality & virtual reality are expected to revolutionize healthcare education, therapeutic applications, and provide immersive experiences for both professionals and patients. 5G technology will enable high-speed connectivity for real- time data, leading to advancements in remote surgery, interventions, and telemedicine services. Health data analytics and predictive modeling will enable healthcare providers to adopt more proactive approaches to disease prevention and management. The synergy between technology and healthcare is driving unprecedented advancements, reshaping the way healthcare is delivered. The future promises enhanced efficiency, accessibility, and a paradigm shift towards more personalized and proactive healthcare. However, It's critical to maintain awareness of privacy issues, ethical issues, and equitable integration of technology to ensure that benefits are accessible to all. Collaboration between technology innovators, healthcare policymakers, and professionals will widely contribute to understanding the exact capability of digital health for the betterment of human & communities worldwide."
2020,IEEE Journal of Biomedical and Health Informatics,10.1109/JBHI.2019.2894552,S. Macis; D. Loi; A. Ulgheri; D. Pani; G. Solinas; S. L. Manna; V. Cestone; D. Guerri; L. Raffo,Design and Usability Assessment of a Multi-Device SOA-Based Telecare Framework for the Elderly,,"Telemonitoring is a branch of telehealth that aims at remotely monitoring vital signs, which is important for chronically ill patients and the elderly living alone. The available standalone devices and applications for the self-monitoring of health parameters largely suffer from interoperability problems; meanwhile, telemonitoring medical devices are expensive, self-contained, and are not integrated into user-friendly technological platforms for the end user. This paper presents the technical aspects and usability assessment of the telemonitoring features of the HEREiAM platform, which supports heterogeneous information technology systems. By exploiting a service-oriented architecture, the measured parameters collected by off-the-shelf Bluetooth medical devices are sent as XML documents to a private cloud that implements an interoperable health service infrastructure, which is compliant with the most recent healthcare standards and security protocols. This Android-based system is designed to be accessible both via TV and portable devices, and includes other utilities designed to support the elderly living alone. Four usability assessment sessions with quality-validated questionnaires were performed to accurately understand the ease of use, usefulness, acceptance, and quality of the proposed system. The results reveal that our system achieved very high usability scores even at its first use, and the scores did not significantly change over time during a field trial that lasted for four months, reinforcing the idea of an intuitive design. At the end of such a trial, the user-experience questionnaire achieved excellent scores in all aspects with respect to the benchmark. Good results were also reported by general practitioners who assessed the quality of their remote interfaces for telemonitoring."
2022,2022 4th International Conference on Biomedical Engineering (IBIOMED),10.1109/IBIOMED56408.2022.9988053,M. H. Andarevi; A. A. Iskandar,A Prototype of IoT-based Real-time Respiratory Rate Monitoring Using an Accelerometer Sensor,,"The emergence of the internet of things (IoT) has provided a dynamic change of healthcare system that enables interoperability and secure data transmission for a more effective healthcare delivery. This paper extends the implementation of IoT in combining medical devices and sensors with an IoT platform. Among various fundamental vital signs, respiratory rate is one of the most sensitive indicators of physiological conditions. Although it is deemed as a prognostic parameter that can predict miscellaneous diseases, respiratory rate monitoring remains frequently omitted and considered as time-consuming using manual counting methods. To address this problem, this paper presents a prototype of a respiratory rate monitoring device based on IoT and real-time systems. The device is equipped with an accelerometer sensor to measure abdominal movement generated by the inhale-exhale process. Butterworth filter and peak detection algorithm are applied to the signal to detect respiratory cycles. The proposed system uses the message queuing telemetry transport (MQTT) protocol that implements publish-subscribe systems. Respiratory rate results are featured on the Node-RED dashboard with motion and peak signals plotted during the test. Monitoring was carried out on five participants and the results were analyzed using paired t-test. Good performance was demonstrated by having no significant difference in respiratory rate using the proposed method compared to the actual values (p>0.05). Hence, this work provides a convenient technique for respiratory rate estimation and may further allow for the improvement of the effectiveness of remote patient monitoring."
2020,2020 IEEE Conference on Communications and Network Security (CNS),10.1109/CNS48642.2020.9162311,A. I. Newaz; A. K. Sikder; L. Babun; A. S. Uluagac,HEKA: A Novel Intrusion Detection System for Attacks to Personal Medical Devices,,"Modern Smart Health Systems (SHS) involve the concept of connected personal medical devices. These devices significantly improve the patient's lifestyle as they permit remote monitoring and transmission of health data (i.e., telemedicine), lowering the treatment costs for both the patient and the healthcare providers. Although specific SHS communication standards (i.e., ISO/IEEE 11073) enable real-time plug-and-play interoperability and communication between different personal medical devices, they do not specify any features for secure communications. In this paper, we demonstrate how personal medical device communication is indeed vulnerable to different cyber attacks. Specifically, we show how an external attacker can hook into the personal medical device's communication and eavesdrop the sensitive health data traffic, and implement manin-the-middle, replay, false data injection, and denial-of-service attacks. Furthermore, we also propose an Intrusion Detection System (IDS), HEKA, to monitor personal medical device traffic and detect attacks on them. HEKA passively hooks into the personal medical traffic generated by medical devices to learn the contiguous sequence of packets information from the captured traffic and detects irregular traffic-flow patterns using an n-grambased approach and different machine learning techniques. We implemented HEKA in a testbed consisting of eight off-the-shelf personal medical devices and evaluated its performance against four different attacks. Our extensive evaluation shows that HEKA can effectively detect different attacks on personal medical devices with an accuracy of 98.4% and Fl-score of 98%."
2024,2024 10th International Conference on Communication and Signal Processing (ICCSP),10.1109/ICCSP60870.2024.10544258,A. Kathija Nasreen; S. Priya; N. S. Gupta; L. K. Shoba; N. Mohankumar; S. Arunkumar,Next-Gen Telehealth Ecosystems Using IoT for Virtual Consultations and Support,,"The research discussed focuses on improving virtual medical consultations and support using Internet of Things (IoT) technologies in telehealth services. It is predicted that IoT devices can assist with creating a new telehealth environment where patients and doctors can communicate easily for remote monitoring, diagnosis, and treatment. The main objective of this unique approach is to expand access to healthcare, especially in poor and rural areas. Connected medical equipment, smart sensors, and wearable technology all play an important role in this system. These IoT components enable gathering real-time and complete patient data, helping doctors make better, more individualized choices and care plans. Data safety, privacy, and system compatibility are some areas where this integration hits a snag. Sensitive patient data and the integrity of the IoT-enabled systems need robust safety measures. These IoT improvements in telemedicine have had a revolutionary effect. Proactive interventions, continuous health monitoring, and individualized care are ways patients might benefit from improved medical care. Virtual consultations are increasingly used in the medical field, and a more connected and data-driven framework for the patient experience is emerging."
2021,IEEE Internet of Things Journal,10.1109/JIOT.2021.3073904,F. Firouzi; B. Farahani; M. Daneshmand; K. Grise; J. Song; R. Saracco; L. L. Wang; K. Lo; P. Angelov; E. Soares; P. -S. Loh; Z. Talebpour; R. Moradi; M. Goodarzi; H. Ashraf; M. Talebpour; A. Talebpour; L. Romeo; R. Das; H. Heidari; D. Pasquale; J. Moody; C. Woods; E. S. Huang; P. Barnaghi; M. Sarrafzadeh; R. Li; K. L. Beck; O. Isayev; N. Sung; A. Luo,"Harnessing the Power of Smart and Connected Health to Tackle COVID-19: IoT, AI, Robotics, and Blockchain for a Better World",,"As COVID-19 hounds the world, the common cause of finding a swift solution to manage the pandemic has brought together researchers, institutions, governments, and society at large. The Internet of Things (IoT), artificial intelligence (AI)—including machine learning (ML) and Big Data analytics—as well as Robotics and Blockchain, are the four decisive areas of technological innovation that have been ingenuity harnessed to fight this pandemic and future ones. While these highly interrelated smart and connected health technologies cannot resolve the pandemic overnight and may not be the only answer to the crisis, they can provide greater insight into the disease and support frontline efforts to prevent and control the pandemic. This article provides a blend of discussions on the contribution of these digital technologies, propose several complementary and multidisciplinary techniques to combat COVID-19, offer opportunities for more holistic studies, and accelerate knowledge acquisition and scientific discoveries in pandemic research. First, four areas, where IoT can contribute are discussed, namely: 1) tracking and tracing; 2) remote patient monitoring (RPM) by wearable IoT (WIoT); 3) personal digital twins (PDTs); and 4) real-life use case: ICT/IoT solution in South Korea. Second, the role and novel applications of AI are explained, namely: 1) diagnosis and prognosis; 2) risk prediction; 3) vaccine and drug development; 4) research data set; 5) early warnings and alerts; 6) social control and fake news detection; and 7) communication and chatbot. Third, the main uses of robotics and drone technology are analyzed, including: 1) crowd surveillance; 2) public announcements; 3) screening and diagnosis; and 4) essential supply delivery. Finally, we discuss how distributed ledger technologies (DLTs), of which blockchain is a common example, can be combined with other technologies for tackling COVID-19."
2024,IEEE Access,10.1109/ACCESS.2024.3362239,G. R. Pradyumna; R. B. Hegde; K. B. Bommegowda; T. Jan; G. R. Naik,"Empowering Healthcare With IoMT: Evolution, Machine Learning Integration, Security, and Interoperability Challenges",,"The Internet of Medical Things (IoMT) is the subset of the Internet of Things (IoT) that connects multiple medical devices, collect information/data from devices, and transmits and process data in real-time. IoMT is crucial for increasing electronic device accuracy, reliability, and productivity in the healthcare industry. IoMT has emerged as a next-generation bio-analytical tool that converges network-linked biomedical devices with relevant software applications for advancing human health. Adapting IoMT and associated technologies has fixed several problems using telemedicine, remote monitoring, sensors, robotics, etc. However, adopting IoMT technologies for a large population is challenging due to extensive data management, privacy, security, upgradation, scalability, etc. Although significant research has been carried out in this domain, identifying emerging trends and highlighting the technological advancement and challenges within IoMT is required for its success. Moreover, it will aid policymakers, scientists, healthcare practitioners, and researchers to measure the pertinence of IoMT in healthcare sectors more efficiently. This review discusses the evolution of IoMT, Machine Learning Integration, Security, and interoperability challenges of IoMT devices."
2024,"2024 International Conference on Communication, Computer Sciences and Engineering (IC3SE)",10.1109/IC3SE62002.2024.10593009,L. Das; D. Singh; S. Vats; K. Taliyan; D. Bhargava; D. Bhatnagar,Smart Healthcare in Improving the Quality of Life: Revolutionizing with Application of IoT and Block Chain Technology,,"One of the many essential elements of life is one's health. Our healthcare systems has to possess to stay as secure as well as successful as it can be hoping for a healthier society. The establishment of sophisticated medical facilities which improve tracking of patients evaluation, and customized therapy has been brought feasible by the Internet Of Things(IoT), which is having an enormous impact upon the healthcare sector. In addition, healthcare facilities, pharmaceutical companies, diagnostic centres, and doctors might freely trade and maintain information and data about patients effectively with the use of blockchain-based technology. Blockchain-based tools are adequate to build confidence and recognized and access incorrect information provided by doctors. Blockchain innovations may therefor help with the privacy, efficiency, safety, and visibility of health related information trade in the medical sector. Through the help of such technology, hospitals can get precise as superior knowledge that will improve client analysis of data and help with the efficient handling of illness. Substantial studies and evaluations has been done to look into every potential as the use of blockchain technology possess to improve the current situation of the healthcare in general. The study seeks to provide an overview of the current state and advancement in the industries which promotes IoT- based healthcare systems. As a result, the study additionally explores into the possibilities of merging healthcare sensors, wearable gadgets, and various other modern medical tools that enable immediate time gathering of information. The article additionally dicusses the dangers and weakness that exist in that plag in IoT-based healthcare systems as well as its features, and also in addition to the results and remedies which currently exist to fix such issues and problems while safeguarding private information and data about patients. Lastly, this presents as well as examines and array for applications of blockchain technology over the healthcare organisations and institutions."
