Cluster ID,confidence_score,year,venue,doi,authors,title,publication_language,abstract
8,0.7018981,2020,Pulmonology,10.1016/j.pulmoe.2019.11.006,"Angelucci, A.; Aliverti, A.",Telemonitoring systems for respiratory patients: technological aspects,English,"This review introduces the reader to the available technologies in the field of telemonitoring, with focus on respiratory patients. In the materials and methods section, a general structure of telemonitoring systems for respiratory patients is presented and the sensors of interest are illustrated, i.e., respiratory monitors (wearable and non-wearable), activity trackers, pulse oximeters, environmental monitors and other sensors of physiological variables. Afterwards, the most common communication protocols are briefly introduced. In the results section, selected clinical studies that prove the significance of the presented parameters in chronic respiratory diseases are presented. This is followed by a discussion on the main current issues in telemedicine, in particular legal aspects, data privacy and benefits both in economic and health terms."
9,0.745969,2020,Medical and Biological Engineering and Computing,10.1007/s11517-020-02125-9,"Cesareo, A.; Biffi, E.; Cuesta-Frau, D.; D’Angelo, M.G.; Aliverti, A.",A novel acquisition platform for long-term breathing frequency monitoring based on inertial measurement units,English,"Continuous monitoring of breathing frequency (fB) could foster early prediction of adverse clinical effects and exacerbation of medical conditions. Current solutions are invasive or obtrusive and thus not suitable for prolonged monitoring outside the clinical setting. Previous studies demonstrated the feasibility of deriving fB by measuring inclination changes due to breathing using accelerometers or inertial measurement units (IMU). Nevertheless, few studies faced the problem of motion artifacts that limit the use of IMU-based systems for continuous monitoring. Moreover, few attempts have been made to move towards real portability and wearability of such devices. This paper proposes a wearable IMU-based device that communicates via Bluetooth with a smartphone, uploading data on a web server to allow remote monitoring. Two IMU units are placed on thorax and abdomen to record breathing-related movements, while a third IMU unit records body/trunk motion and is used as reference. The performance of the proposed system was evaluated in terms of long-acquisition-platform reliability showing good performances in terms of duration and data loss amount. The device was preliminarily tested in terms of accuracy in breathing temporal parameter measurement, in static condition, during postural changes, and during slight indoor activities showing favorable comparison against the reference methods (mean error breathing frequency < 5%). [Figure not available: see fulltext.]."
10,0.6261259,2021,2021 4th International Conference on Bio-Engineering for Smart Technologies (BioSMART),10.1109/BioSMART54244.2021.9677715,M. M. H. Mia; N. Mahfuz; M. R. Habib; R. Hossain,An Internet of Things Application on Continuous Remote Patient Monitoring and Diagnosis,,"The Internet of Things is redesigning a wide range of remote monitoring applications in the variant domain, including the health care industry. Remote Patient Monitoring (RPM) is not a new concept in modern technology, but the Internet of Things (IoT) makes it a better equipped and sophisticated control system. This research paper approaches a noninvasive wearable device that will monitor the vital signs of a patient in real-time by using the Internet of Things (IoT). The proposed device can monitor the body temperature, blood pressure, heart rate, oxygen saturation, glucose level in the blood, ECG, patient fall detection, location parameters. In addition, it has a breath analyzer unit that measures the total volatile organic compounds (TVOC), carbon dioxide, alcohol, hydrogen sulfide, and ammonia level in breath. The system is designed with an 8-bit microcontroller along with corresponding sensors. The sensor's data are fed into a web database using a wifi communication protocol. Furthermore, the system has a web dashboard and Role-Based Access (RBA) smartphone app to monitor multiple patients remotely. The proposed approach demonstrates advanced remote patient monitoring and diagnosis system for chronic disease patients, especially in a pandemic."
25,1.0,2020,"2020 International Symposium on Networks, Computers and Communications (ISNCC)",10.1109/ISNCC49221.2020.9297214,V. Heydari,A New Security Framework for Remote Patient Monitoring Devices,,"Digital connectivity is fundamental to the health care system to deliver safe and effective care. However, insecure connectivity could be a major threat to patient safety and privacy (e.g., in August 2017, FDA recalled 465,000 pacemakers because of discovering security flaws). Although connecting a patient's pacemaker to the Internet has many advantages for monitoring the patient, this connectivity opens a new door for cyber-attackers to steal the patient data or even control the pacemaker or damage it. Therefore, patients are forced to choose between connectivity and security. This paper presents a framework for secure and private communications between wearable medical devices and patient monitoring systems. The primary objective of this research is twofold, first to identify and analyze the communication vulnerabilities, second, to develop a framework for combating unauthorized access to data through the compromising of computer security. Specifically, hiding targets from cyber-attackers could prevent our system from future cyber-attacks. This is the most effective way to stop cyber-attacks in their first step."
26,1.0,2023,2023 IEEE 15th International Conference on Computational Intelligence and Communication Networks (CICN),10.1109/CICN59264.2023.10402188,S. Singhu; L. Anamalamudi; S. S. Mutupuri; A. C. Chettupally; S. Sivarajan; S. Anamalamudi,Performance Modeling and Analysis of Internet of Things Enabled Healthcare Monitoring Systems,,"The rise of the Internet of Things (IoT) has brought about significant changes in the healthcare sector, leading to the development of more advanced healthcare monitoring systems. To ensure that these systems are dependable and effective, it is crucial to conduct performance modeling and analysis. This research is focused on evaluating the performance of healthcare monitoring systems enabled by IoT. It takes into account various factors, including IoT network infrastructure, communication protocols, data processing, and storage. Moreover, the study utilizes machine learning technique that is Artificial Neural Network to assess healthcare data collected through IoT networks. By employing simulationbased methods, this investigation models how the system behaves and evaluates its performance using metrics like response time, throughput, and reliability. The findings from this study provide valuable insights into the performance of these systems, pinpointing areas where improvements can enhance the overall efficiency of healthcare monitoring systems. As a result, this research makes a substantial contribution to the improvement of efficient IoT-enabled healthcare monitoring systems, which, in turn, offer dependable and cost-effective healthcare solutions."
27,1.0,2023,2023 International Conference on Computer Communication and Informatics (ICCCI),10.1109/ICCCI56745.2023.10128355,K. Arunkumar; P. Thavaselvan; A. Deepak Kumar,Wireless Medical Sensor Network based Healthcare Monitoring System in Narrow Band IoT,,"The innovative idea enhances the functionality of the healthcare network. It swiftly examines the narrow band Internet of Things (i-NB-IoT) systems in wireless networks, concentrating on several fundamental characteristics for medical network descriptions. A new networking protocol called the Internet of Things narrowband (i-NB) were created for the IoT with a low bandwidth. The critical importance is given to monitoring the patients’ heart and breathing rates while this sensor for the parameter exchangers manages their body temperature, which is observed using a straightforward gadget. The doctor is in charge of monitoring patient data, but our system is also offered to present the same information alongside the identities of adjacent patients for self-defense. With the help of standard measures like i-DD, i-ONC and i-RTT. These connected measures are able to send and receive large amounts of data, frequently over great distances and with very high latency. For i-NB, the novel physical-layer control channel operation is employed to transmit the scheduling opinion in the downlink and provide feedback data in the uplink."
11,0.66791993,2021,2021 7th International Conference on Advanced Computing and Communication Systems (ICACCS),10.1109/ICACCS51430.2021.9441717,T. H. Hafsiya; B. Rose,An IoT-Cloud Based Health Monitoring Wearable Device For Covid Patients,,"The biggest crisis facing the world today is the corona virus or covid 19. Most of the people in the Indian nation are ordinary people. Many tests for Covid19 are expensive and beyond the reach of the average person. With the advent of the novel Corona Virus, every country now places great importance on health care. So this year, the best solution for such infectious diseases is the IoT-cloud based health monitoring system. The Internet is a newcomer to the field of research, especially in the field of healthcare. With the proliferation of usable sensors and therefore smartphones, this remote health care monitoring has developed at such a pace. IoT health monitoring helps to prevent the spread of the disease and to make an accurate diagnosis of the patient's health condition even if the doctor is far away. In this paper, the portable physiological checking framework will be displayed, which will be able to constantly check the patient's heart rate, temperature, blood oxygen level and blood pressure, as the main symptoms of coronavirus are high fever, fatigue, and difficulty breathing. Sensor data is transferred directly to the IoT cloud using Wi-Fi. Any HTTP and MQTT protocols used in the IoT cloud to provide users with visible and timed sensor data. This data can be easily accessed by almost all smart terminals with a web browser. The patient's physical condition can also be monitored by the camera. Here we suggest a non - stop check and control device to check the patient's condition and store the patient's information in the cloud server, remote correspondence based on Wi-Fi module. A remote health monitoring system using IoT remotely diagnoses patients using the mobile/laptop application, based on these values obtained by authorized individuals who have access to data stored on any IoT platform."
28,1.0,2020,2020 Systems of Signals Generating and Processing in the Field of on Board Communications,10.1109/IEEECONF48371.2020.9078574,W. Yue; L. I. Voronova; V. I. Voronov,Design and Implementation of a Remote Monitoring Human Health System,,"Information technology of the Internet of things is actively implemented in all spheres of human life. One of the main directions, in addition to IIoT and Smart City, is Smart healthcare. Wearable devices, including wristbands, not only play an important role in human health monitoring, but also have great potential in driving safety. The article describes the development of a hardware-software complex for monitoring the health status of a vehicle driver, which uses portable devices to control the physiological parameters of a person and transfers data to a mobile terminal or uploads it to a cloud server for data analysis."
29,1.0,2022,2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),10.1109/ICACITE53722.2022.9823579,M. Gupta; S. Shamsher; M. Thirumalaisamy; A. Pandey; N. Suvarna,Real time interaction-based Healthcare monitoring during Medical Emergencies with Internet of Things,,"The most challenging problem in today's technologically advanced society is how to enhance the health of the elderly. Falling is the most frequent cause of serious injury and early mortality among elderly people. As wearable sensors improve their capacity to detect falls, the demand for these devices has grown. This implies that the system has a low social and financial effect on society. This means that automated fall detection systems and vital signs assessment systems are now required for even basic daily tasks carried out by the elderly. Healthcare solution is split into three sections: sensing, querying, and storing amongst others. RF transceivers are employed in the sensing section to detect the presence of tagged patients nearby. An SMS is used to transmit a request to the querying service, which then receives it from the GSM network. In the storage space, the patient information is well organised. According to the results, the proposed method was 96.43 percent accurate, 94.06% precise, 94.62% recall, and 94% Fl-score effective. The system's ability to be tracked through low-cost GSM technology greatly increases the system's use. A multifaceted and flexible system with easy access has been shown. It has the ability to make daily tasks simpler and more efficient as a consequence of its unique design."
30,1.0,2023,2023 IEEE Sensors Applications Symposium (SAS),10.1109/SAS58821.2023.10254186,M. A. Issa; A. Eldosouky; M. Ibnkahla; J. Jaskolka; A. Matrawy,Integrating Medical and Wearable Devices with E-Health Systems Using Horizontal IoT Platforms,,"The Internet of Things (IoT) has unleashed the potential to expand the deployment of e-health systems by facilitating remote monitoring and introducing emerging IoT-enabled devices. However, this requires e-health systems to dynamically integrate a variety of heterogeneous IoT-enabled devices. In this paper, a four-phase device integration process is proposed to connect IoT-enabled medical devices with e-health systems through the use of horizontal IoT platforms. Horizontal platforms are used to facilitate the management of heterogeneous devices and their huge amount of data. The IoT-enabled medical devices are classified into direct and indirect devices based on their data availability to the platform. Data collection from direct devices is performed through wired or wireless communication. In contrast, indirect devices make their data available only to the cloud, from where the platform can access and retrieve the data. The proposed integration process is then implemented using OM2M horizontal IoT platform through two use cases of integrating direct and indirect real devices. For each use case, the technical details of the implementation phases are provided to demonstrate the effectiveness of the proposed device integration process. Finally, technical considerations and challenges are discussed for generalizing the proposed integration process to other medical devices."
12,0.68909883,2023,"2023 International Conference on Advances in Computation, Communication and Information Technology (ICAICCIT)",10.1109/ICAICCIT60255.2023.10465726,A. Kumar; P. Pathak; V. K. Dwivedi; D. K. Sharma,Designing IoT-Enabled Circuits for Non-Contact Liquid Infusion in Infectious Patient Care,,"The integration of Internet of Things (IoT) technology into the field of healthcare has revolutionized patient care and monitoring system. To improve the functionality and connectivity of non-contact liquid infusion essential medical devices. The purpose of this work is to create a system that provides real-time data on a patient's Liquid Infusion level, to enable healthcare professionals for remotely monitor and ready to respond in any life-threatening condition of admitted patient in health care unit. The main focus of this work is to make smart circuit for the non-contact IOT enabled infusion system having very less response time. The circuitry will incorporate sensors and wireless communication protocols to ensure accurate and timely data transmission. This smart circuit will allow for precise control of medication or liquid delivery, with added capability of remote adjustments and monitoring. By implementing secure IoT connectivity, patient safety and reduces the human errors in medication administration. The circuitry will include sensors to measure liquid volume level, the conclusion of this work represents a significant step towards the field of IoT-enabled medical devices to improve remote monitoring capabilities, and streamline healthcare facility."
31,1.0,2022,2022 Interdisciplinary Research in Technology and Management (IRTM),10.1109/IRTM54583.2022.9791747,S. Bandyopadhyay; A. K. Singh; S. K. Sharma; R. Das; A. Kumari; A. Halder; S. Mandal,MediFi : An IoT based Wireless and Portable System for Patient's Healthcare Monitoring,,"This paper represents an IoT based wireless portable healthcare maintenance device that incessantly examines the patient's heart rate, body temperature, SpO2 and tracks the number of steps taken by the patient. The sensors are clipped to a NodeMCU which reads the vitals of the patients and displays the output on the OLED display. This data is stored in the cloud storage for analysis and report generation. The mobile app empowers the medical representatives or family members to access obligatory information without visiting the hospital."
32,1.0,2023,2023 IEEE International Instrumentation and Measurement Technology Conference (I2MTC),10.1109/I2MTC53148.2023.10176007,V. Di Pinto; F. Tramarin; L. Rovati,Health Status Remote Monitoring System: ECG Peaks Detection by Successive Thresholding Algorithm Employing Envelope Function,,"Today, there is a growing need for improved remote health monitoring solutions. For example, according to the World Health Organization (WHO), more than 32Unfortunately, most existing systems have neither continuous data transmission, as they store and transmit data once (or a few times) per day, nor real-time capabilities, a very important and not obvious specification for a remote health monitoring system that triggers immediate actions to address unpredictable patient needs. In addition, the algorithms for the elaboration of vital parameters, especially those analyzing the ECG (electrocardiographic) signal, mainly apply a single peak detection method, resulting in many discarded peaks that could be useful instead. To these regards, this paper aims to propose an elaboration algorithm for the ECG signal where peaks detection (related to P-waves, T-waves and QRS complex) is obtained by the application of an envelope function and successive thresholding, which is sufficiently fast and simple to implement in a low-resource wearable device. A further aim is to provide continuous data acquisition and wireless transmission from the portable part to the system, with very low packet loss and real-time characteristics, using low-cost off-the-shelf devices."
33,1.0,2023,2023 9th International Conference on Optimization and Applications (ICOA),10.1109/ICOA58279.2023.10308828,S. Beloualid; I. Morino; A. E. Allali; H. Essamri; A. Bajit,Optimizing Remote Patient Monitoring Security’s Features Managing Compacted Real Time IoT PAYLOAD Deploying Light Weighted Encryption and Foveal Quality Optimization Tools,,"The prevalence of chronic diseases necessitates continuous monitoring and frequent medical consultations, posing challenges in terms of resource availability and timely appointments. Remote Patient Monitoring (RPM) systems offer a solution by enabling continuous monitoring and real-time communication between patients and healthcare providers. The increasing size of transmitted data, energy consumption and the need for real-time responsiveness are identified as key issues. This paper focuses on optimizing the RPM system, with an emphasis on data security and transmission efficiency. Our research aims to enhance the efficiency and reliability of RPM by proposing solutions that optimize communication protocols, data management, and security measures. These findings contribute to the advancement of RPM systems, ensuring effective remote monitoring and timely healthcare interventions for patients with chronic illnesses. The transmission of data from sensors and the communication between nodes and the cloud are examined, considering the security requirements of the IoT platform. To tackle these challenges, the paper presents four optimization approaches/tools for both the system and payload. These tools encompass enhancing communication between the cloud and nodes, optimizing node-level information, reducing payload size prior to data transmission, and implementing data compression techniques in conjunction with a feature-based psychovisual coding approach. The proposed optimizations aim to enhance the overall performance and efficiency of the system, ensuring timely response and reliable data transmission."
34,1.0,2020,IEEE Internet of Things Journal,10.1109/JIOT.2020.2980432,M. Haghi; S. Neubert; A. Geissler; H. Fleischer; N. Stoll; R. Stoll; K. Thurow,A Flexible and Pervasive IoT-Based Healthcare Platform for Physiological and Environmental Parameters Monitoring,,"The concentration in the new era of healthcare is the medical Internet of Things (IoT) according to preventive and prediction (p2Health). In large scale and general perspective, the effective parameters from behavioral, ambient, and physiological domains as the most influencing fields of interest in healthcare must be monitored. In personalized healthcare monitoring, wearables are playing an important role in terms of data measurement and collection. We aim at creating a configurable and adaptable platform for comprehensive parameters monitoring, according to the convenient mode of wearability. Hence, we develop an innovative wrist-worn prototype for ambient monitoring and a flexible IoT gateway. The prototype measures the most critical parameters from an ambient domain. In this platform, via IoT gateway as an intermediate hub between the wearables and the IoT server, bidirectional communication between the end user and medics is established in real time. In addition, the physician as the real-time observer of patients are given the possibility to set up the required parameters for measurement through the IoT gateway and activate/deactivate the sensors on the wearables. Therefore, depending on the target investigation, status of patients, requirements, and demands, medics can determine the setup parameters for measurement. Thus, the application of this platform is not limited to specific groups, but widely may be applied whether in daily routine or medical research investigation. Under the flexible IoT gateway, the new wearables can readily be integrated and synchronized into the platform. The users are not restricted to select only one specific product but there are alternatives as well. To support the solution, experimental results are provided."
35,1.0,2023,2023 14th International Conference on Information and Knowledge Technology (IKT),10.1109/IKT62039.2023.10433013,S. Tripathi; V. Makwana; M. Kumhar; H. Trivedi; J. Bhatia; S. Tanwar; H. Shahinzadeh,"IoMT-Enabled Smart Healthcare: State-of-the-Art, Security and Future Directions",,"The Internet of Medical Things (IoMT) has become a game-changing force in the healthcare sector, revolutionizing the management of patient care and the provision of medical services. IoMT improves patient monitoring, diagnoses, therapy, and overall healthcare management by using the potential of linked medical devices, wearable sensors, and healthcare systems. This paper thoroughly analyzes recent research trends in computing architectures and communication technologies in IoMT-enabled smart healthcare. We examine the most recent advancements in IoMT technology and applications, emphasizing how they affect patient outcomes, healthcare expenditures, and quality of care. We explore some of the most important areas of IoMT research, such as remote patient monitoring, real-time data analytics, and integration with cutting-edge technology such as machine learning (ML) and deep learning (DL). Furthermore, we explore the use cases in IoT-based healthcare, data analytics techniques, and challenges in IoMT. Security and privacy measures in IoMT are also discussed in the paper. The paper concluded with open discussion and future research directions in IoT-based healthcare."
