Cluster ID,confidence_score,year,venue,doi,authors,title,publication_language,abstract
26,0.9997978,2022,Journal of Medical Internet Research,10.2196/28724,"Pang, N.-Q.; Lau, J.; Fong, S.-Y.; Wong, C.Y.-H.; Tan, K.-K.",Telemedicine Acceptance among Older Adult Patients with Cancer: Scoping Review,English,"Background: Cancer is likely to remain the most prevalent noncommunicable disease in high-income countries with an older population. Interestingly, no review of attitudes toward telemedicine among older adults has been performed. This is likely to be the group most affected by both cancer and the increasing use of technology in health care. Objective: We aimed to map research on the acceptance of telemedicine among older adults who are cancer patients. Methods: We conducted a scoping review. PubMed, EMBASE, PsycINFO, CINAHL, and the Cochrane Central Register of Controlled Trials were systematically searched from inception to September 2020. Articles were included if the study population had a mean or median age ≥65 years, with cancer diagnoses and if the study assessed patients’ acceptance of a telemedicine intervention. Quantitative, qualitative, and mixed method studies were included. Results: Out of a total of 887 articles that were identified, 19 were included in the review. Interventions were delivered via telephone, videoconference, web portal, mobile app, wearable technology, and text messaging and included teleconsultation, monitoring and follow-up, psychosocial support and nursing care, and prompts. The most often cited facilitating factor was convenience. Other facilitators included an increase in telemedicine care accessibility, previous positive experiences of telemedicine, appropriate technical knowledge and support, decreased cost, physician recommendations, and privacy conferred by the telemedicine intervention. Barriers include a preference for conventional care along with negative perceptions of telemedicine, concerns about technical difficulties, and confidentiality concerns in the adoption of telemedicine. Conclusions: None of the studies explored the ability of tailored interventions to address facilitators and barriers of the acceptance of telemedicine in order to increase its adoption by older adults. Facilitators and barriers will likely differ across different cultural contexts and by type of telemedicine; however, this is a gap in current knowledge. In-depth studies are necessary to determine if interventions could potentially address the barriers identified in this review, to increase acceptability."
95,1.0,2022,Circulation,10.1161/circ.145.suppl_1.P043,"Danawi, H.; Dunn, P.",A Framework for the Evaluation of Digital Tools,English,"Digital health tools encompass a wide range of technologies that have been used in healthcare services including mobile applications, health information technology, smart wearable devices, remote monitoring and treatment, and health platforms. These tools walk a fine line between lifestyle consumer products and medical devices. Sleep applications can be used by consumers as a fun gadget to track sleep, but it may also be used as a medical tool to collect information concerning serious sleep disorders. The fast proliferation of these tools has put pressure on concerned stakeholders to make sense of this group of technologies. Various questions have been raised within this realm: What counts as medical as opposed to a lifestyle device? Which devices require regulation and under what standards? Which devices are allowed to be used in the medical context? And which are not? And under what conditions? Social scientists have highlighted the complexity of digital health tools that (include both medical and lifestyle characteristics and the difficulties accompanied with classifying these tools for regulatory purposes. In an attempt to do so, several regulatory bodies including the US Food and Drug Administration (FDA) have revised their existing standards to accommodate the regulation of digital health tools. As such, the FDA published a guidance document on Mobile Medical Applications; this led to various concerns questioning the boundaries between lifestyle and medical digital technologies that were defined by the FDA guidelines, which left a significant number of technologies that were considered to be low-risk, completely out of the FDA oversight and with no required compliance/quality control/effectiveness checks. This prompted many companies to develop hundreds of products that belong to the low-risk category, granting them the ability to ignore FDA regulations. Consequently, there remains considerable concern regarding the quality and safety of these digital health technologies that are being used within the medical context. Clear and well-defined regulation processes are needed to control the development and design of these tools, especially that many lack scientific evidence and data privacy. The framework ought to include a risk-based approach to classify devices for regulation in a way to ensure the safety and effectiveness of all digital health tools throughout their life cycle, even those classified as low-risk. The framework and regulatory process also need to take into consideration the rapid change in digital product development, as processes that extend for a long period of time may become obsolete in supporting decisions about these tools. As these digital health tools become more sophisticated, accessible, widespread, and cheaper, the need for classifying and regulating the sector becomes important, especially with the rapid evolution of these technologies."
27,0.987866,2022,Biosensors and Bioelectronics,10.1016/j.bios.2021.113777,"Zhang, H.; He, R.; Niu, Y.; Han, F.; Li, J.; Zhang, X.; Xu, F.",Graphene-enabled wearable sensors for healthcare monitoring,English,"Wearable sensors in healthcare monitoring have recently found widespread applications in biomedical fields for their non- or minimal-invasive, user-friendly and easy-accessible features. Sensing materials is one of the major challenges to achieve these superiorities of wearable sensors for healthcare monitoring, while graphene-based materials with many favorable properties have shown great efficiency in sensing various biochemical and biophysical signals. In this paper, we review state-of-the-art advances in the development and modification of graphene-based materials (i.e., graphene, graphene oxide and reduced graphene oxide) for fabricating advanced wearable sensors with 1D (fibers), 2D (films) and 3D (foams/aerogels/hydrogels) macroscopic structures. We summarize the structural design guidelines, sensing mechanisms, applications and evolution of the graphene-based materials as wearable sensors for healthcare monitoring of biophysical signals (e.g., mechanical, thermal and electrophysiological signals) and biochemical signals from various body fluids and exhaled gases. Finally, existing challenges and future prospects are presented in this area."
28,0.99928504,2022,Diagnostics,10.3390/diagnostics12020508,"Cardos, A.I.; Maghiar, A.; Zaha, D.C.; Pop, O.; Fritea, L.; Miere, F.; Cavalu, S.","Evolution of Diagnostic Methods for Helicobacter pylori Infections: From Traditional Tests to High Technology, Advanced Sensitivity and Discrimination Tools",English,"Rapid diagnosis and treatment application in the early stages of H. pylori infection plays an important part in inhibiting the transmission of this infection as this bacterium is involved in various gastric pathologies such as gastritis, gastro-duodenal ulcer, and even gastric neoplasia. This review is devoted to a quick overview of conventional and advanced detection techniques successfully applied to the detection of H. pylori in the context of a compelling need to upgrade the standards of the diagnostic methods which are currently being used. Selecting the best diagnostic method implies evaluating different features, the use of one or another test depending on accessibility, laboratories equipment, and the clinical conditions of patients. This paper aims to expose the diagnosis methods for H. pylori that are currently available, highlighting their assets and limitations. The perspectives and the advantages of nanotechnology along with the concept of nano(bio)sensors and the development of lab-on-chip devices as advanced tools for H. pylori detection, differentiation, and discrimination is also presented, by emphasizing multiple advantages: simple, fast, cost-effective, portable, miniaturized, small volume of samples required, highly sensitive, and selective. It is generally accepted that the development of intelligent sensors will completely revolutionize the acquisition procedure and medical decision in the framework of smart healthcare monitoring systems."
96,1.0,2022,Journal of Allergy and Clinical Immunology,10.1016/j.jaci.2021.12.612,"Hu, V.; Chen, E.; Bridgeman, M.; Jariwala, S.",Utility of Patient-Generated Health Data and Artificial Intelligence in the Prediction of Asthma Exacerbations,English,"Rationale: With the advent of the EMR, patient-generated health data (PGHD) has become more accessible, allowing for a patient-centered approach to the management of chronic asthma. Combined with artificial intelligence and remote monitoring, this data has the potential to predict asthma exacerbations and prognosis in individualized patient populations. Methods: Utilizing PRISMA guidelines, a literature search was conducted using the search terms “asthma,” “artificial intelligence,” “PGHD,” “exacerbations,” “prognosis,” and related terms. The search for this scoping review was conducted on PubMed, Cochrane, Web of Science, and EMBASE. Inclusion criteria consisted of articles published from January 2011 onwards and written in English. Duplicates were removed and review papers, abstracts, presentations, and grey literature were excluded. Results: The literature search yielded 377 articles. A preliminary review was conducted based on inclusion criteria, resulting in 15 articles. The top three variables for PGHD included vital sign monitoring via wearables (7 articles), patient-reported symptomatology (6 articles), and an element of pulmonary function testing (6 articles). Demographics and environmental exposures were each reported in 2 articles. Various forms of AI were used, the most common being random forest classifiers (6 articles). Conclusions: Existing literature has demonstrated that the utilization of PGHD in combination with AI promotes the adoption of precision medicine in asthma management. Given the heterogeneity of asthma, the ability to compute and relay real-time data to the patient and the provider can aid in the prediction and management of asthma exacerbations, but more data on demographics and environmental exposures should be considered to improve individualized prognostics."
29,0.99951315,2022,Clinical Medicine Insights: Case Reports,10.1177/11795476211069194,"Cho, G.W.; Almeida, S.O.; Gang, E.S.; Elad, Y.; Duncan, R.; Budoff, M.J.; Karlsberg, R.P.",Performance and Integration of Smartphone Wireless ECG Monitoring into the Enterprise Electronic Health Record: First Clinical Experience,English,"Introduction: Patient initiated, remote cardiac monitoring has proved to be a significant advance in the diagnosis and management of arrhythmias. Further improvements in ease of use and access to results will further improve health outcomes and cost-effectiveness. Here we describe a proof-of-concept evaluation to assess the feasibility of successfully implementing a cloud-based management system using KardiaPro (KP) for remote electrocardiogram (ECG) monitoring to interface into EPIC, an enterprise electronic health record (EHR) system. Methods: The KP management system was embedded using hypertext markup language (HTML) code directly into the EHR. Encrypted credentials and patient data were bundled with an application programming interface key allowing linkage of remote monitoring from patients’ smartphones. During the time of implementation, a total of 322 patients and 32 179 ECGs were recorded. Results: The KP-EHR interface provided full functionality, allowing detection, interpretation and documentation of atrial fibrillation (AF), flutter events, ventricular tachycardia, and complete heart block. Our study focused on KP’s detection of AF, and 16.7% of tracings were classified as probable AF with only 2.3% of tracings not analyzed by the KP algorithm because of tracings that were too noisy or truncated. Enhanced management was facilitated with clinical information immediately accessible. Blinded physician ECG review validated the KP proprietary algorithm interpretation and ECGs. Conclusions: Direct integration of KP into EHR was successful and practical. It allows for historical, point of care and immediate retrieval of remote ambulatory monitoring data and documentation into the electronic health record. KP EHR integration warrants further study as it has the potential to improve cost-effectiveness and clinical diagnostic value, leading to improvements in delivery of patient care."
30,0.99966925,2022,Expert Review of Medical Devices,10.1080/17434440.2022.2038563,"Sgreccia, D.; Mauro, E.; Vitolo, M.; Manicardi, M.; Valenti, A.C.; Imberti, J.F.; Ziacchi, M.; Boriani, G.",Implantable cardioverter defibrillators and devices for cardiac resynchronization therapy: what perspective for patients’ apps combined with remote monitoring?,English,"Introduction: Remote monitoring (RM) of cardiac implantable electronic devices (CIED) allows rapid detection of clinical and electrical events. Recently, several smartphone applications have been developed with the aim of improving patient compliance and better interpreting and integrating data deriving from remote control for the management of heart failure (HF). Areas covered: Studies investigating the role of CIEDs’ RM in HF patients to predict and early treat acute decompensation. The importance of new technologies and applications developed to provide crucial information to clinicians, to better manage HF patients. Expert opinion: New medical technologies and smartphone applications for CIEDs’ RM were developed to help clinicians in the management of CIED carriers. Indeed, the accessibility of technological devices (e.g. smartphones) and the improvements in medical technology provide the opportunity to optimize HF patients’ monitoring by the transmission of device-related data, and with direct involvement of patients themselves. Thanks to these advancements, physicians have the possibility to recognize worsening signs of HF and promptly optimize treatments to potentially avoid hospitalization. The great value of this approach is its potential of reducing scheduled in-office visits or unnecessary medical contacts and optimizing healthcare resources management."
97,1.0,2022,NeuroQuantology,10.14704/nq.2022.20.7.NQ33469,"Ramyaveni, T.; Maniraj, V.",IOT Based Healthcare Monitoring System for Diabetes Prediction using Extreme Gradient Boosting Techniques,English,"Human health issues must be closely examined and addressed with proper medications. Chronic illnesses such as diabetes, heart disease (HD), cancer, and chronic respiratory disease are the main causes of death worldwide. The previous 10 years have seen a lot of research into healthcare services and their technology advancements. To be more specific, the Internet of Things (IoT) has showed promise in connecting a variety of medical devices, sensors, and healthcare specialists in order to provide high-quality medical treatment in a remote place. Patient safety has improved, healthcare expenses have decreased, healthcare services have become more accessible, and the healthcare industry's operational efficiency has increased. In this paper, a diabetic patient monitoring strategy is proposed that uses an IoT-based machine learning technique called eXtreme Gradient Boosting (XGB) to support in diabetes diagnosis and classification. A successful implementation of any classifier requires proper hyperparameter optimization. This work employed Bayesian optimization, which is a very effective method for hyper-parameter optimization, to optimize the hyper-parameters of XGBoost. The efficacy of the suggested method is assessed in terms of accuracy, specificity, sensitivity, and F1score. It outperforms better than the other existing algorithms."
31,0.9968459,2021,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,10.1109/EMBC46164.2021.9631060,"Hsu, P.-Y.; Hsu, P.-H.; Lee, T.-H.; Liu, H.-L.",Motion Artifact Resilient SCG-based Biometric Authentication Using Machine Learning,English,"On account of privacy preserving issue and health-care monitoring, physiological signal biometric authentication system has gained popularity in recent years. Seismocardiogram (SCG) is now easily accessible owing to the advance of wearable sensor technology. However, SCG biometric has not been widely explored due to the challenging motion artifact removal. In this paper, we design placing the sensors at different body parts under different activities to determine the best sensor location. In addition, we develop SCG noise removal algorithm and utilize machine learning approach to perform biometric authentication tasks. We validate the proposed methods on 20 healthy young adults. The dataset contains acceleration data of sitting, standing, walking, and sitting post-exercise activities with the sensor placed at the wrists, neck, heart and sternum. We demonstrate that vertical and dorsal-ventral SCG near the heart and the sternum produce reliable SCG biometric evidenced by achieving the state-of-the-art performance. Moreover, we present the efficacy of the devised noise removal procedure in the authentication during walking motion.Clinical relevance- A seismocardiography-based biometric authentication system can help serve privacy preserving and reveal cardiovascular functioning information in clinics."
32,0.99958116,2021,Biosensors,10.3390/bios11100372,"Mamdiwar, S.D.; Akshith, R.; Shakruwala, Z.; Chadha, U.; Srinivasan, K.; Chang, C.-Y.",Recent advances on iot-assisted wearable sensor systems for healthcare monitoring,English,"IoT has played an essential role in many industries over the last few decades. Recent advancements in the healthcare industry have made it possible to make healthcare accessible to more people and improve their overall health. The next step in healthcare is to integrate it with IoT-assisted wearable sensor systems seamlessly. This review rigorously discusses the various IoT architectures, different methods of data processing, transfer, and computing paradigms. It compiles various communication technologies and the devices commonly used in IoT-assisted wearable sensor systems and deals with its various applications in healthcare and their advantages to the world. A comparative analysis of all the wearable technology in healthcare is also discussed with tabulation of various research and technology. This review also analyses all the problems commonly faced in IoT-assisted wearable sensor systems and the specific issues that need to be tackled to optimize these systems in healthcare and describes the various future implementations that can be made to the architecture and the technology to improve the healthcare industry."
98,1.0,2021,American Journal of Respiratory and Critical Care Medicine,10.1164/ajrccm-conference.2021.203.1_MeetingAbstracts.A1186,"Glinskii, V.; Anderson, R.J.; Lopez, A.; Lin, A.; Del Rosario, P.; Hershman, S.; Hess, J.; De Jesus Perez, V.; Zamanian, R.T.",Feasibility and validation testing of consumer wearables-based platform for remote monitoring of the six minute walk test in pulmonary arterial hypertension,English,"RATIONALE: The ability to closely track the exercise tolerance of patients with Pulmonary Arterial Hypertension (PAH) in the outpatient setting is typically limited by the resources required for repeat testing. To address this limitation, we developed an Apple Watch based app to enable patients to perform daily six minute walk tests (6MWT's) remotely. To test the app's utility and accuracy we are performing a single-center, feasibility trial enrolling participants with PAH on either stable or augmented PAH therapy (NCT03893500). Methods: All patients receiving care for PAH at Stanford Hospital meeting the study's inclusion and exclusion criteria and deemed good candidates by their PAH provider are approached to participate. Patients who consent are provided with an Apple Watch and instructed on loading the Walk.Talk.Track. App (WTT) and performing a 6MWT using the watch. Concurrent, in-clinic, supervised indoor and outdoor 6MWTs are performed at the baseline and 3-month follow up visits to assess app accuracy. De-identified data collected by the WTT app is transmitted to a secure cloud server, and is analyzed by the study team on a routine basis. Results: To date we have approached 75, and enrolled 29 PAH patients. These patients have 47 yrs median age, 83% female, with a broad range of WHO functional classes (31% I, 55% II, and 14% III). Participants have completed 814 6MWT's since study start, accounting for 210 patient-weeks of exposure (average 3.9 walks/week). The mean difference between WTT app measured distance and the observed gold standard was 8.54±102.2 meters indoor (N=24), and 67.34±68.7 meters for outdoor settings (N=21), respectively. The intraclass correlation coefficient (ICC) of WTT measured walks was 0.77. Technical limitations of the WTT app resulted in 18 walks being omitted from analysis, and an additional 16 walks not recorded (as reported by participants), with an overall device nonperformance rate of 4.2%. Only one, self-limited adverse event related to the study (contact dermatitis) was reported. There have been no reports of dyspnea, angina, or falls related to performing 6MWTs. Conclusion: The WTT app allows for accessible, frequent remote assessment of patient exercise tolerance that is reproducible (ICC 0.77), and can be performed by patients with a wide range of functional class without significant adverse effects. High temporal resolution of exercise tolerance has the potential to guide more rapid clinical decision making, and detect patient decompensation sooner. However, refinement through fusion of different watch sensor data is needed to improve accuracy."
99,1.0,2021,Europace,10.1093/europace/euab116.414,"Hillmann, H.A.K.; Eiringhaus, J.; Hohmann, S.; Mueller-Leisse, J.L.; Zormpas, C.; Veltmann, C.; Duncker, D.",Heart failure monitoring using the wearable cardioverter defibrillator in patients with newly diagnosed heart failure,English,"Background: The wearable cardioverter-defibrillator (WCD) can be prescribed in patients with newly diagnosed heart failure. The WCD provides additional heart failure parameters, like heart rate, step count and body position, accessible via remote monitoring. The purpose of this study was to evaluate clinical relevance of additionally recorded data in patients using the WCD. Methods: Patients with newly diagnosed heart failure and WCD, an average wear time with at least 20 hours per day and available heart failure parameters were included. The heart failure parameters were provided in 5-minute data intervals. An approximate for the heart rate variability was calculated via the standard deviation of the cycle length of the given heart rate per 5-minute data interval (HRV5). Results: 276 patients (68% male) were included between 04/2013 and 12/2017. Mean age was 57.4 ± 15.3 years. 174 patients (63%) suffered from non-ischemic and 102 patients (37%) from ischemic cardiomyopathy. Mean NYHA functional class at prescription was 2.6 ± 0.8. Mean left ventricular ejection fraction (LVEF) was 25.3 ± 8.5%. Mean wear time of the WCD was 111.8 ± 74.5 days. Recorded median heart rate using the WCD was 70.8 (IQR 63.1 - 78.7) beats per minute on the first wear day and 64.5 (IQR 59.7 - 71.3) on the last wear day. Median step count amounted to 4294 (IQR 2283 - 7092) steps on the first wear day compared to 5688 (IQR 3153 - 8263) steps on the last wear day. Median HRV5 was 85.4 (IQR 60.1 - 109.8) ms on the first wear day and 110.4 (IQR 78.6 - 134.9) ms on the last wear day. Between the first and last seven days of usage, median heart rate was significantly reduced (69.5 (IQR 62.0 - 76.8) to 65.9 (IQR 60.4 - 72.2) beats per minute; p < 0.001), while median step counts per day (4657 (IQR 2778 - 6918) to 5562 (IQR 3890 - 8446) steps; p < 0.001) and HRV5 (89.0 (IQR 64.8 - 110.7) to 111.0 (IQR 83.7 - 134.7) ms; p < 0.001) were significantly elevated. A higher delta of heart rate correlated with a higher delta of HRV5A (p < 0,001; rs = 0.488) between the first and last seven days of usage. A higher delta of step counts per day in the first and last seven days correlated with a higher HRV5 (p < 0.001; rs = 0.320). Patients with a higher delta of step count per day (p = 0,005; rs = 0,189) and patients with a higher delta of HRV5 (p = < 0.001; rs = 0.255) showed a higher delta of LVEF measured at prescription and three months follow-up. Conclusion: The WCD provides heart failure monitoring using additional heart failure parameters. Patients with newly diagnosed heart failure show a significant difference in heart rate, step count per day and heart rate variability approximate between beginning and end of prescription time. Step count and heart rate variability correlate with LVEF reverse remodeling. Remote monitoring for parameters regarding heart failure might be helpful for close monitoring and further heart failure therapy optimization during WCD wearing."
33,0.9959355,2021,European Journal of Vascular and Endovascular Surgery,10.1016/j.ejvs.2020.11.044,"Chan, C.; Sounderajah, V.; Normahani, P.; Acharya, A.; Markar, S.R.; Darzi, A.; Bicknell, C.; Riga, C.",Wearable Activity Monitors in Home Based Exercise Therapy for Patients with Intermittent Claudication: A Systematic Review,English,"Objective: Intermittent claudication (IC) can severely limit functional capacity and quality of life. Supervised exercise therapy is the recommended first line management; however, this is often limited by accessibility, compliance and cost. As such, there has been an increased interest in the use of wearable activity monitors (WAMs) in home based telemonitoring exercise programmes for claudicants. This review aims to evaluate the efficacy of WAM as a feedback and monitoring tool in home based exercise programmes for patients with IC. Data Sources: A search strategy was devised. The databases MEDLINE, EMBASE, and Web of Science were searched through to April 2020. Review Methods: Randomised trials and prospective trials were included. Eligible trials had to incorporate WAMs as a feedback tool to target walking/exercise behaviour. The primary outcome was the change in walking ability. Study quality was assessed with risk of bias tool. Results: A total of 1148 records were retrieved. Of these, eight randomised controlled trials and one prospective cohort study, all of which compared a WAM intervention against standard care and/or supervised exercise, met the inclusion criteria. Owing to heterogeneity between studies, no meta-analysis was conducted. WAM interventions improved measures of walking ability (heterogeneous outcomes such as maximum walking distance, claudication distance and six minute walk distance), increased daily walking activity (steps/day), cardiovascular metrics (maximum oxygen consumption), and quality of life. Conclusion: There is some evidence that home based WAM interventions are beneficial for improving walking ability and quality of life in patients with IC. However, existing studies are limited by inadequate sample size, duration, and appropriate power. Achieving consensus on outcome reporting and study methods, as well as maximising device adherence, is needed."
34,0.999646,2021,IEEE Journal of Biomedical and Health Informatics,10.1109/JBHI.2020.3012621,"Angelucci, A.; Kuller, D.; Aliverti, A.",A home telemedicine system for continuous respiratory monitoring,English,"This article presents a continuous home telemonitoring system for chronic respiratory patients using 5G connectivity developed in partnership with Vodafone as a part of the 5G Trial in Milan established by the Italian Ministry of Economic Development. The system features a wearable respiratory and activity monitor, an environmental sensor and a pulse oximeter sending the data through a 5G router to a Multi-Edge Computing server, incorporated in the Vodafone 5G infrastructure, where they are stored and accessible for visualization. In particular, activity, respiratory and environmental data are continuously streamed and collected. The solution has been tested on 18 healthy volunteers during non-supervised recordings lasting at least 48 hours. The combination of recognized activities and associated respiratory parameters provided statistically significant variations in breathing patterns between one activity and the other, thus giving more complete information to the clinicians than previously studied telemedicine systems based on spot-checks. In particular, statistically significant differences are found in tidal volume and minute ventilation between horizontal and vertical postures (p < 0.001) and between vertical postures and dynamic activities (p < 0.001); the respiratory rate shows statistically significant differences between horizontal and vertical postures (p < 0.001). Some environmental parameters have different mean values between day and night, such as carbon dioxide (p < 0.001). Trials on patients are needed to further study this telemedicine solution and make it commercially available in the future. The main further technical development suggested is the use of commercial 5G smartphones as routers, in order to make the system usable outside of home settings."
100,1.0,2021,Open Biomedical Engineering Journal,10.2174/1874120702115010115,"Abete, R.; Vecchi, A.L.; Iacovoni, A.; Mortara, A.; Senni, M.",Telemedicine and Teleconsulting in the Era of COVID-19 Pandemic: A Useful Tool from Screening to Intensive Care Monitoring,English,"The COVID-19 global pandemic has had striking effects on clinical practice and medical assistance and the progressive evolution of telemedicine and telehealth systems has allowed healthcare professionals to connect with patients yet respecting the striking need for social distancing. This article aims to review the possible ways to use telehealth and teleconsulting systems to guarantee an adequate level of clinical assistance starting from screening procedures up to support the management of patients admitted to intensive care units area, thus balancing the need to ensure continuity of care and at the same time limiting the possible sources of contagion expansion. Telemedicine may be a useful tool to improve clinical assistance and reduce the financial burden on the health system in a long-term view. Although it cannot completely replace patient-physician interactions, it would be desirable to implement this field and made it accessible to the largest part of the population."
35,0.99963546,2020,BioMedical Engineering Online,10.1186/s12938-020-00825-9,"Coulby, G.; Clear, A.; Jones, O.; Young, F.; Stuart, S.; Godfrey, A.","Towards remote healthcare monitoring using accessible IoT technology: state-of-the-art, insights and experimental design",English,"Healthcare studies are moving toward individualised measurement. There is need to move beyond supervised assessments in the laboratory/clinic. Longitudinal free-living assessment can provide a wealth of information on patient pathology and habitual behaviour, but cost and complexity of equipment have typically been a barrier. Lack of supervised conditions within free-living assessment means there is need to augment these studies with environmental analysis to provide context to individual measurements. This paper reviews low-cost and accessible Internet of Things (IoT) technologies with the aim of informing biomedical engineers of possibilities, workflows and limitations they present. In doing so, we evidence their use within healthcare research through literature and experimentation. As hardware becomes more affordable and feature rich, the cost of data magnifies. This can be limiting for biomedical engineers exploring low-cost solutions as data costs can make IoT approaches unscalable. IoT technologies can be exploited by biomedical engineers, but more research is needed before these technologies can become commonplace for clinicians and healthcare practitioners. It is hoped that the insights provided by this paper will better equip biomedical engineers to lead and monitor multi-disciplinary research investigations."
101,1.0,2020,Journal of Medical Internet Research,10.2196/20135,"Kelly, J.T.; Campbell, K.L.; Gong, E.; Scuffham, P.",The Internet of Things: Impact and Implications for Health Care Delivery,English,"The Internet of Things (IoT) is a system of wireless, interrelated, and connected digital devices that can collect, send, and store data over a network without requiring human-to-human or human-to-computer interaction. The IoT promises many benefits to streamlining and enhancing health care delivery to proactively predict health issues and diagnose, treat, and monitor patients both in and out of the hospital. Worldwide, government leaders and decision makers are implementing policies to deliver health care services using technology and more so in response to the novel COVID-19 pandemic. It is now becoming increasingly important to understand how established and emerging IoT technologies can support health systems to deliver safe and effective care. The aim of this viewpoint paper is to provide an overview of the current IoT technology in health care, outline how IoT devices are improving health service delivery, and outline how IoT technology can affect and disrupt global health care in the next decade. The potential of IoT-based health care is expanded upon to theorize how IoT can improve the accessibility of preventative public health services and transition our current secondary and tertiary health care to be a more proactive, continuous, and coordinated system. Finally, this paper will deal with the potential issues that IoT-based health care generates, barriers to market adoption from health care professionals and patients alike, confidence and acceptability, privacy and security, interoperability, standardization and remuneration, data storage, and control and ownership. Corresponding enablers of IoT in current health care will rely on policy support, cybersecurity-focused guidelines, careful strategic planning, and transparent policies within health care organizations. IoT-based health care has great potential to improve the efficiency of the health system and improve population health."
36,0.9958683,2020,Journal of Biomedical Informatics,10.1016/j.jbi.2020.103521,"Boukhennoufa, I.; Amira, A.; Bensaali, F.; Soheilian Esfahani, S.",A novel gateway-based solution for remote elderly monitoring,English,"Internet of Things (IoT) technologies have been applied to various fields such as manufacturing, automobile industry and healthcare. IoT-based healthcare has a significant impact on real-time remote monitoring of patients’ health and consequently improving treatments and reducing healthcare costs. In fact, IoT has made healthcare more reliable, efficient, and accessible. Two major drawbacks which IoT suffers from can be expressed as: first, the limited battery capacity of the sensors is quickly depleted due to the continuous stream of data; second, the dependence of the system on the cloud for computations and processing causes latency in data transmission which is not accepted in real-time monitoring applications. This research is conducted to develop a real-time, secure, and energy-efficient platform which provides a solution for reducing computation load on the cloud and diminishing data transmission delay. In the proposed platform, the sensors utilize a state-of-the-art power saving technique known as Compressive Sensing (CS). CS allows sensors to retrieve the sensed data using fewer measurements by sending a compressed signal. In this framework, the signal reconstruction and processing are computed locally on a Heterogeneous Multicore Platform (HMP) device to decrease the dependency on the cloud. In addition, a framework has been implemented to control the system, set different parameters, display the data as well as send live notifications to medical experts through the cloud in order to alert them of any eventual hazardous event or abnormality and allow quick interventions. Finally, a case study of the system is presented demonstrating the acquisition and monitoring of the data for a given subject in real-time. The obtained results reveal that the proposed solution reduces 15.4% of energy consumption in sensors, that makes this prototype a good candidate for IoT employment in healthcare."
102,1.0,2020,Journal of Investigative Dermatology,10.1016/j.jid.2020.03.904,"Zhang, M.; Aranyosi, A.; Lee, S.; Model, J.; Leech, A.; Li, W.; Chen, S.; Rogers, J.; Paller, A.S.; Ghaffari, R.; Xu, S.","888 Rapid capture, extraction, and analysis of sweat samples for quantification of inflammation biomarkers using a novel wearable microfluidic system",English,"Eccrine sweat is a rich, accessible biofluid comprised of a mixture of electrolytes, metabolites, hormones, and cytokines. Collection of sweat typically relies on absorbent pads that are incompatible with remote monitoring and deployment in field settings due to contaminants in the pads, long-term exposure of sweat to skin, and the need for centrifuges for extraction. Recent advances in the development of wearable microfluidic sensors that capture and analyze sweat dynamics offer new possibilities for tracking sweat biomarkers. This study presents a novel, wearable microfluidic device (the ‘Discovery patch’) that carefully captures small sweat volumes (10-150 μL), quantifies rates of excretion, and supports extraction for external lab analysis. Discovery patches were skin-mounted on the forearms of healthy subjects (n=10) who perspired in an environment chamber (40-45°C). Sweat captured in the Discovery patch was extracted and stored in cryovials, frozen, then analyzed by immunoassay to quantify cytokines (IL-1α, IL-1RA, and IL-8) across 3 anatomic regions (upper forearm and bilateral lower forearms). IL-1α and IL-1RA were present at significant quantities (2.0±1.6 and 2.9±2.9 ng/mL, respectively), whereas IL-8 was near the noise floor (1.1±0.7 pg/mL). Moreover, IL-1α and IL-1RA concentrations were independent of sweat rate (R2=0.1 and R2=0.02) and anatomic region (p=0.93 and p=0.99), and demonstrated diurnal fluctuations (p<0.01 and p<0.05, respectively), a striking phenomenon reported previously in serum tests. These results show that the Discovery patch is a robust tool for non-invasive tracking of inflammation biomarkers. Future directions include assessment of sweat cytokines in atopic dermatitis patients to locally monitor flare-ups and enable individualized tracking of patient responses to drug treatment."
